gene_symbol	safety_gate	critical_tissue_flag	note
NCOA1	UNKNOWN	UNKNOWN	not in local safety table
NCOA2	UNKNOWN	UNKNOWN	not in local safety table
NCOA3	UNKNOWN	UNKNOWN	not in local safety table
NCOA4	UNKNOWN	UNKNOWN	not in local safety table
NCOA5	UNKNOWN	UNKNOWN	not in local safety table
NCOA6	UNKNOWN	UNKNOWN	not in local safety table
NCOA7	UNKNOWN	UNKNOWN	not in local safety table
NCOR1	UNKNOWN	UNKNOWN	not in local safety table
NCOR1P1	UNKNOWN	UNKNOWN	not in local safety table
NCOR2	UNKNOWN	UNKNOWN	not in local safety table
NCR1	UNKNOWN	UNKNOWN	not in local safety table
NCR2	UNKNOWN	UNKNOWN	not in local safety table
NCR3	UNKNOWN	UNKNOWN	not in local safety table
NCR3LG1	UNKNOWN	UNKNOWN	not in local safety table
NCS1	UNKNOWN	UNKNOWN	not in local safety table
NCSTN	UNKNOWN	UNKNOWN	not in local safety table
NDC1	UNKNOWN	UNKNOWN	not in local safety table
NDC80	UNKNOWN	UNKNOWN	not in local safety table
NDE1	UNKNOWN	UNKNOWN	not in local safety table
NDEL1	UNKNOWN	UNKNOWN	not in local safety table
NDFIP1	UNKNOWN	UNKNOWN	not in local safety table
NDFIP2	UNKNOWN	UNKNOWN	not in local safety table
NDN	UNKNOWN	UNKNOWN	not in local safety table
NDNF	UNKNOWN	UNKNOWN	not in local safety table
NDOR1	UNKNOWN	UNKNOWN	not in local safety table
NDP	UNKNOWN	UNKNOWN	not in local safety table
NDRG1	UNKNOWN	UNKNOWN	not in local safety table
NDRG2	UNKNOWN	UNKNOWN	not in local safety table
NDRG3	UNKNOWN	UNKNOWN	not in local safety table
NDRG4	UNKNOWN	UNKNOWN	not in local safety table
NDST1	UNKNOWN	UNKNOWN	not in local safety table
NDST2	UNKNOWN	UNKNOWN	not in local safety table
NDST3	UNKNOWN	UNKNOWN	not in local safety table
NDST4	UNKNOWN	UNKNOWN	not in local safety table
NDUFA1	UNKNOWN	UNKNOWN	not in local safety table
NDUFA10	UNKNOWN	UNKNOWN	not in local safety table
NDUFA11	UNKNOWN	UNKNOWN	not in local safety table
NDUFA12	UNKNOWN	UNKNOWN	not in local safety table
NDUFA13	UNKNOWN	UNKNOWN	not in local safety table
NDUFA2	UNKNOWN	UNKNOWN	not in local safety table
NDUFA3	UNKNOWN	UNKNOWN	not in local safety table
NDUFA4	UNKNOWN	UNKNOWN	not in local safety table
NDUFA4L2	UNKNOWN	UNKNOWN	not in local safety table
NDUFA5	UNKNOWN	UNKNOWN	not in local safety table
NDUFA6	UNKNOWN	UNKNOWN	not in local safety table
NDUFA6-DT	UNKNOWN	UNKNOWN	not in local safety table
NDUFA7	UNKNOWN	UNKNOWN	not in local safety table
NDUFA8	UNKNOWN	UNKNOWN	not in local safety table
NDUFA9	UNKNOWN	UNKNOWN	not in local safety table
NDUFA9P1	UNKNOWN	UNKNOWN	not in local safety table
NDUFAB1	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF1	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF2	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF2P1	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF3	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF4	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF5	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF6	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF7	UNKNOWN	UNKNOWN	not in local safety table
NDUFAF8	UNKNOWN	UNKNOWN	not in local safety table
NDUFB1	UNKNOWN	UNKNOWN	not in local safety table
NDUFB10	UNKNOWN	UNKNOWN	not in local safety table
NDUFB11	UNKNOWN	UNKNOWN	not in local safety table
NDUFB2	UNKNOWN	UNKNOWN	not in local safety table
NDUFB2-AS1	UNKNOWN	UNKNOWN	not in local safety table
NDUFB3	UNKNOWN	UNKNOWN	not in local safety table
NDUFB4	UNKNOWN	UNKNOWN	not in local safety table
NDUFB4P12	UNKNOWN	UNKNOWN	not in local safety table
NDUFB5	UNKNOWN	UNKNOWN	not in local safety table
NDUFB6	UNKNOWN	UNKNOWN	not in local safety table
NDUFB7	UNKNOWN	UNKNOWN	not in local safety table
NDUFB8	UNKNOWN	UNKNOWN	not in local safety table
NDUFB8P2	UNKNOWN	UNKNOWN	not in local safety table
NDUFB9	UNKNOWN	UNKNOWN	not in local safety table
NDUFC1	UNKNOWN	UNKNOWN	not in local safety table
NDUFC2	UNKNOWN	UNKNOWN	not in local safety table
NDUFS1	UNKNOWN	UNKNOWN	not in local safety table
NDUFS2	UNKNOWN	UNKNOWN	not in local safety table
NDUFS3	UNKNOWN	UNKNOWN	not in local safety table
NDUFS4	UNKNOWN	UNKNOWN	not in local safety table
NDUFS5	UNKNOWN	UNKNOWN	not in local safety table
NDUFS6	UNKNOWN	UNKNOWN	not in local safety table
NDUFS7	UNKNOWN	UNKNOWN	not in local safety table
NDUFS8	UNKNOWN	UNKNOWN	not in local safety table
NDUFV1	UNKNOWN	UNKNOWN	not in local safety table
NDUFV2	UNKNOWN	UNKNOWN	not in local safety table
NDUFV2-AS1	UNKNOWN	UNKNOWN	not in local safety table
NDUFV2P1	UNKNOWN	UNKNOWN	not in local safety table
NDUFV3	UNKNOWN	UNKNOWN	not in local safety table
NEAT1	UNKNOWN	UNKNOWN	not in local safety table
NEB	UNKNOWN	UNKNOWN	not in local safety table
NEBL	UNKNOWN	UNKNOWN	not in local safety table
NECAB1	UNKNOWN	UNKNOWN	not in local safety table
NECAB2	UNKNOWN	UNKNOWN	not in local safety table
NECAB3	UNKNOWN	UNKNOWN	not in local safety table
NECAP1	UNKNOWN	UNKNOWN	not in local safety table
NECAP2	UNKNOWN	UNKNOWN	not in local safety table
NECTIN1	UNKNOWN	UNKNOWN	not in local safety table
NECTIN2	UNKNOWN	UNKNOWN	not in local safety table
NECTIN3	UNKNOWN	UNKNOWN	not in local safety table
NECTIN4	UNKNOWN	UNKNOWN	not in local safety table
NEDD1	UNKNOWN	UNKNOWN	not in local safety table
NEDD4	UNKNOWN	UNKNOWN	not in local safety table
NEDD4L	UNKNOWN	UNKNOWN	not in local safety table
NEDD8	UNKNOWN	UNKNOWN	not in local safety table
NEDD9	UNKNOWN	UNKNOWN	not in local safety table
NEFH	UNKNOWN	UNKNOWN	not in local safety table
NEFL	UNKNOWN	UNKNOWN	not in local safety table
NEFM	UNKNOWN	UNKNOWN	not in local safety table
NEGR1	UNKNOWN	UNKNOWN	not in local safety table
NEIL1	UNKNOWN	UNKNOWN	not in local safety table
NEIL2	UNKNOWN	UNKNOWN	not in local safety table
NEIL3	UNKNOWN	UNKNOWN	not in local safety table
NEK1	UNKNOWN	UNKNOWN	not in local safety table
NEK10	UNKNOWN	UNKNOWN	not in local safety table
NEK11	UNKNOWN	UNKNOWN	not in local safety table
NEK2	UNKNOWN	UNKNOWN	not in local safety table
NEK3	UNKNOWN	UNKNOWN	not in local safety table
NEK4	UNKNOWN	UNKNOWN	not in local safety table
NEK5	UNKNOWN	UNKNOWN	not in local safety table
NEK6	UNKNOWN	UNKNOWN	not in local safety table
NEK7	UNKNOWN	UNKNOWN	not in local safety table
NEK8	UNKNOWN	UNKNOWN	not in local safety table
NEK9	UNKNOWN	UNKNOWN	not in local safety table
NELFA	UNKNOWN	UNKNOWN	not in local safety table
NELFB	UNKNOWN	UNKNOWN	not in local safety table
NELFCD	UNKNOWN	UNKNOWN	not in local safety table
NELFE	UNKNOWN	UNKNOWN	not in local safety table
NELL1	UNKNOWN	UNKNOWN	not in local safety table
NELL2	UNKNOWN	UNKNOWN	not in local safety table
NEMF	UNKNOWN	UNKNOWN	not in local safety table
NEMP1	UNKNOWN	UNKNOWN	not in local safety table
NEMP2	UNKNOWN	UNKNOWN	not in local safety table
NENF	UNKNOWN	UNKNOWN	not in local safety table
NEO1	UNKNOWN	UNKNOWN	not in local safety table
NEPRO	UNKNOWN	UNKNOWN	not in local safety table
NEPRO-AS1	UNKNOWN	UNKNOWN	not in local safety table
NES	UNKNOWN	UNKNOWN	not in local safety table
NET1	UNKNOWN	UNKNOWN	not in local safety table
NETO1	UNKNOWN	UNKNOWN	not in local safety table
NETO2	UNKNOWN	UNKNOWN	not in local safety table
NEU1	UNKNOWN	UNKNOWN	not in local safety table
NEU2	UNKNOWN	UNKNOWN	not in local safety table
NEU3	UNKNOWN	UNKNOWN	not in local safety table
NEU4	UNKNOWN	UNKNOWN	not in local safety table
NEURL1	UNKNOWN	UNKNOWN	not in local safety table
NEURL1B	UNKNOWN	UNKNOWN	not in local safety table
NEURL2	UNKNOWN	UNKNOWN	not in local safety table
NEURL3	UNKNOWN	UNKNOWN	not in local safety table
NEURL4	UNKNOWN	UNKNOWN	not in local safety table
NEUROD2	UNKNOWN	UNKNOWN	not in local safety table
NEUROD4	UNKNOWN	UNKNOWN	not in local safety table
NEUROD6	UNKNOWN	UNKNOWN	not in local safety table
NEUROG1	UNKNOWN	UNKNOWN	not in local safety table
NEUROG2	UNKNOWN	UNKNOWN	not in local safety table
NEUROG3	UNKNOWN	UNKNOWN	not in local safety table
NEXN	UNKNOWN	UNKNOWN	not in local safety table
NEXN-AS1	UNKNOWN	UNKNOWN	not in local safety table
NF1	UNKNOWN	UNKNOWN	not in local safety table
NF1P12	UNKNOWN	UNKNOWN	not in local safety table
NF2	UNKNOWN	UNKNOWN	not in local safety table
NFAM1	UNKNOWN	UNKNOWN	not in local safety table
NFASC	UNKNOWN	UNKNOWN	not in local safety table
NFAT5	UNKNOWN	UNKNOWN	not in local safety table
NFATC1	UNKNOWN	UNKNOWN	not in local safety table
NFATC2	UNKNOWN	UNKNOWN	not in local safety table
NFATC2IP	UNKNOWN	UNKNOWN	not in local safety table
NFATC2IP-AS1	UNKNOWN	UNKNOWN	not in local safety table
NFATC3	UNKNOWN	UNKNOWN	not in local safety table
NFATC4	UNKNOWN	UNKNOWN	not in local safety table
NFE2	UNKNOWN	UNKNOWN	not in local safety table
NFE2L1	UNKNOWN	UNKNOWN	not in local safety table
NFE2L1-DT	UNKNOWN	UNKNOWN	not in local safety table
NFE2L2	UNKNOWN	UNKNOWN	not in local safety table
NFE2L3	UNKNOWN	UNKNOWN	not in local safety table
NFE4	UNKNOWN	UNKNOWN	not in local safety table
NFIA	UNKNOWN	UNKNOWN	not in local safety table
NFIA-AS2	UNKNOWN	UNKNOWN	not in local safety table
NFIB	UNKNOWN	UNKNOWN	not in local safety table
NFIB-AS1	UNKNOWN	UNKNOWN	not in local safety table
NFIC	UNKNOWN	UNKNOWN	not in local safety table
NFIL3	UNKNOWN	UNKNOWN	not in local safety table
NFIX	UNKNOWN	UNKNOWN	not in local safety table
NFKB1	UNKNOWN	UNKNOWN	not in local safety table
NFKB2	UNKNOWN	UNKNOWN	not in local safety table
NFKBIA	UNKNOWN	UNKNOWN	not in local safety table
NFKBIB	UNKNOWN	UNKNOWN	not in local safety table
NFKBID	UNKNOWN	UNKNOWN	not in local safety table
NFKBIE	UNKNOWN	UNKNOWN	not in local safety table
NFKBIL1	UNKNOWN	UNKNOWN	not in local safety table
NFKBIZ	UNKNOWN	UNKNOWN	not in local safety table
NFRKB	UNKNOWN	UNKNOWN	not in local safety table
NFS1	UNKNOWN	UNKNOWN	not in local safety table
NFU1	UNKNOWN	UNKNOWN	not in local safety table
NFX1	UNKNOWN	UNKNOWN	not in local safety table
NFXL1	UNKNOWN	UNKNOWN	not in local safety table
NFYA	UNKNOWN	UNKNOWN	not in local safety table
NFYB	UNKNOWN	UNKNOWN	not in local safety table
NFYC	UNKNOWN	UNKNOWN	not in local safety table
NFYC-AS1	UNKNOWN	UNKNOWN	not in local safety table
NGB	UNKNOWN	UNKNOWN	not in local safety table
NGDN	UNKNOWN	UNKNOWN	not in local safety table
NGEF	UNKNOWN	UNKNOWN	not in local safety table
NGF	UNKNOWN	UNKNOWN	not in local safety table
NGFR	UNKNOWN	UNKNOWN	not in local safety table
NGLY1	UNKNOWN	UNKNOWN	not in local safety table
NGRN	UNKNOWN	UNKNOWN	not in local safety table
NGRNP4	UNKNOWN	UNKNOWN	not in local safety table
NHEJ1	UNKNOWN	UNKNOWN	not in local safety table
NHERF1	UNKNOWN	UNKNOWN	not in local safety table
NHERF2	UNKNOWN	UNKNOWN	not in local safety table
NHERF4	UNKNOWN	UNKNOWN	not in local safety table
NHLH1	UNKNOWN	UNKNOWN	not in local safety table
NHLH2	UNKNOWN	UNKNOWN	not in local safety table
NHLRC1	UNKNOWN	UNKNOWN	not in local safety table
NHLRC2	UNKNOWN	UNKNOWN	not in local safety table
NHLRC3	UNKNOWN	UNKNOWN	not in local safety table
NHLRC4	UNKNOWN	UNKNOWN	not in local safety table
NHP2	UNKNOWN	UNKNOWN	not in local safety table
NHS	UNKNOWN	UNKNOWN	not in local safety table
NHSL1	UNKNOWN	UNKNOWN	not in local safety table
NHSL2	UNKNOWN	UNKNOWN	not in local safety table
NHSL3	UNKNOWN	UNKNOWN	not in local safety table
NIBAN1	UNKNOWN	UNKNOWN	not in local safety table
NIBAN2	UNKNOWN	UNKNOWN	not in local safety table
NIBAN3	UNKNOWN	UNKNOWN	not in local safety table
NICN1	UNKNOWN	UNKNOWN	not in local safety table
NICOL1	UNKNOWN	UNKNOWN	not in local safety table
NID1	UNKNOWN	UNKNOWN	not in local safety table
NID2	UNKNOWN	UNKNOWN	not in local safety table
NIF3L1	UNKNOWN	UNKNOWN	not in local safety table
NIFK	UNKNOWN	UNKNOWN	not in local safety table
NIFK-AS1	UNKNOWN	UNKNOWN	not in local safety table
NIFKP6	UNKNOWN	UNKNOWN	not in local safety table
NIM1K	UNKNOWN	UNKNOWN	not in local safety table
NIN	UNKNOWN	UNKNOWN	not in local safety table
NINJ1	UNKNOWN	UNKNOWN	not in local safety table
NINJ2	UNKNOWN	UNKNOWN	not in local safety table
NINJ2-AS1	UNKNOWN	UNKNOWN	not in local safety table
NINL	UNKNOWN	UNKNOWN	not in local safety table
NIP7	UNKNOWN	UNKNOWN	not in local safety table
NIPA1	UNKNOWN	UNKNOWN	not in local safety table
NIPA2	UNKNOWN	UNKNOWN	not in local safety table
NIPAL1	UNKNOWN	UNKNOWN	not in local safety table
NIPAL2	UNKNOWN	UNKNOWN	not in local safety table
NIPAL3	UNKNOWN	UNKNOWN	not in local safety table
NIPAL4	UNKNOWN	UNKNOWN	not in local safety table
NIPBL	UNKNOWN	UNKNOWN	not in local safety table
NIPBL-DT	UNKNOWN	UNKNOWN	not in local safety table
NIPSNAP1	UNKNOWN	UNKNOWN	not in local safety table
NIPSNAP2	UNKNOWN	UNKNOWN	not in local safety table
NIPSNAP3A	UNKNOWN	UNKNOWN	not in local safety table
NIPSNAP3B	UNKNOWN	UNKNOWN	not in local safety table
NISCH	UNKNOWN	UNKNOWN	not in local safety table
NIT1	UNKNOWN	UNKNOWN	not in local safety table
NIT2	UNKNOWN	UNKNOWN	not in local safety table
NKAIN1	UNKNOWN	UNKNOWN	not in local safety table
NKAIN2	UNKNOWN	UNKNOWN	not in local safety table
NKAIN3	UNKNOWN	UNKNOWN	not in local safety table
NKAIN4	UNKNOWN	UNKNOWN	not in local safety table
NKAP	UNKNOWN	UNKNOWN	not in local safety table
NKAPD1	UNKNOWN	UNKNOWN	not in local safety table
NKAPL	UNKNOWN	UNKNOWN	not in local safety table
NKAPP1	UNKNOWN	UNKNOWN	not in local safety table
NKD1	UNKNOWN	UNKNOWN	not in local safety table
NKD2	UNKNOWN	UNKNOWN	not in local safety table
NKG7	UNKNOWN	UNKNOWN	not in local safety table
NKILA	UNKNOWN	UNKNOWN	not in local safety table
NKIRAS1	UNKNOWN	UNKNOWN	not in local safety table
NKIRAS2	UNKNOWN	UNKNOWN	not in local safety table
NKPD1	UNKNOWN	UNKNOWN	not in local safety table
NKRF	UNKNOWN	UNKNOWN	not in local safety table
NKTR	UNKNOWN	UNKNOWN	not in local safety table
NKX1-2	UNKNOWN	UNKNOWN	not in local safety table
NKX2-1	UNKNOWN	UNKNOWN	not in local safety table
NKX2-1-AS1	UNKNOWN	UNKNOWN	not in local safety table
NKX2-2	UNKNOWN	UNKNOWN	not in local safety table
NKX2-3	UNKNOWN	UNKNOWN	not in local safety table
NKX2-4	UNKNOWN	UNKNOWN	not in local safety table
NKX2-5	UNKNOWN	UNKNOWN	not in local safety table
NKX2-6	UNKNOWN	UNKNOWN	not in local safety table
NKX2-8	UNKNOWN	UNKNOWN	not in local safety table
NKX3-1	UNKNOWN	UNKNOWN	not in local safety table
NKX3-2	UNKNOWN	UNKNOWN	not in local safety table
NKX6-1	UNKNOWN	UNKNOWN	not in local safety table
NKX6-2	UNKNOWN	UNKNOWN	not in local safety table
NKX6-3	UNKNOWN	UNKNOWN	not in local safety table
NLE1	UNKNOWN	UNKNOWN	not in local safety table
NLGN1	UNKNOWN	UNKNOWN	not in local safety table
NLGN2	UNKNOWN	UNKNOWN	not in local safety table
NLGN3	UNKNOWN	UNKNOWN	not in local safety table
NLGN4X	UNKNOWN	UNKNOWN	not in local safety table
NLGN4Y	UNKNOWN	UNKNOWN	not in local safety table
NLK	UNKNOWN	UNKNOWN	not in local safety table
NLN	UNKNOWN	UNKNOWN	not in local safety table
NLRC3	UNKNOWN	UNKNOWN	not in local safety table
NLRC4	UNKNOWN	UNKNOWN	not in local safety table
NLRC5	UNKNOWN	UNKNOWN	not in local safety table
NLRP1	UNKNOWN	UNKNOWN	not in local safety table
NLRP10	UNKNOWN	UNKNOWN	not in local safety table
NLRP11	UNKNOWN	UNKNOWN	not in local safety table
NLRP12	UNKNOWN	UNKNOWN	not in local safety table
NLRP13	UNKNOWN	UNKNOWN	not in local safety table
NLRP14	UNKNOWN	UNKNOWN	not in local safety table
NLRP2	UNKNOWN	UNKNOWN	not in local safety table
NLRP3	UNKNOWN	UNKNOWN	not in local safety table
NLRP4	UNKNOWN	UNKNOWN	not in local safety table
NLRP5	UNKNOWN	UNKNOWN	not in local safety table
NLRP6	UNKNOWN	UNKNOWN	not in local safety table
NLRP7	UNKNOWN	UNKNOWN	not in local safety table
NLRP8	UNKNOWN	UNKNOWN	not in local safety table
NLRP9	UNKNOWN	UNKNOWN	not in local safety table
NLRX1	UNKNOWN	UNKNOWN	not in local safety table
NMB	UNKNOWN	UNKNOWN	not in local safety table
NMBR	UNKNOWN	UNKNOWN	not in local safety table
NMD3	UNKNOWN	UNKNOWN	not in local safety table
NME1	UNKNOWN	UNKNOWN	not in local safety table
NME2	UNKNOWN	UNKNOWN	not in local safety table
NME3	UNKNOWN	UNKNOWN	not in local safety table
NME4	UNKNOWN	UNKNOWN	not in local safety table
NME5	UNKNOWN	UNKNOWN	not in local safety table
NME6	UNKNOWN	UNKNOWN	not in local safety table
NME7	UNKNOWN	UNKNOWN	not in local safety table
NME8	UNKNOWN	UNKNOWN	not in local safety table
NME9	UNKNOWN	UNKNOWN	not in local safety table
NMI	UNKNOWN	UNKNOWN	not in local safety table
NMNAT1	UNKNOWN	UNKNOWN	not in local safety table
NMNAT2	UNKNOWN	UNKNOWN	not in local safety table
NMNAT3	UNKNOWN	UNKNOWN	not in local safety table
NMRAL1	UNKNOWN	UNKNOWN	not in local safety table
NMRAL1P1	UNKNOWN	UNKNOWN	not in local safety table
NMRAL2P	UNKNOWN	UNKNOWN	not in local safety table
NMRK1	UNKNOWN	UNKNOWN	not in local safety table
NMRK2	UNKNOWN	UNKNOWN	not in local safety table
NMS	UNKNOWN	UNKNOWN	not in local safety table
NMT1	UNKNOWN	UNKNOWN	not in local safety table
NMT2	UNKNOWN	UNKNOWN	not in local safety table
NMU	UNKNOWN	UNKNOWN	not in local safety table
NMUR1	UNKNOWN	UNKNOWN	not in local safety table
NMUR2	UNKNOWN	UNKNOWN	not in local safety table
NNAT	UNKNOWN	UNKNOWN	not in local safety table
NNMT	UNKNOWN	UNKNOWN	not in local safety table
NNT	UNKNOWN	UNKNOWN	not in local safety table
NOA1	UNKNOWN	UNKNOWN	not in local safety table
NOAZFP	UNKNOWN	UNKNOWN	not in local safety table
NOB1	UNKNOWN	UNKNOWN	not in local safety table
NOBOX	UNKNOWN	UNKNOWN	not in local safety table
NOC2L	UNKNOWN	UNKNOWN	not in local safety table
NOC2LP1	UNKNOWN	UNKNOWN	not in local safety table
NOC2LP2	UNKNOWN	UNKNOWN	not in local safety table
NOC3L	UNKNOWN	UNKNOWN	not in local safety table
NOC4L	UNKNOWN	UNKNOWN	not in local safety table
NOCT	UNKNOWN	UNKNOWN	not in local safety table
NOD1	UNKNOWN	UNKNOWN	not in local safety table
NOD2	UNKNOWN	UNKNOWN	not in local safety table
NODAL	UNKNOWN	UNKNOWN	not in local safety table
NOG	UNKNOWN	UNKNOWN	not in local safety table
NOL10	UNKNOWN	UNKNOWN	not in local safety table
NOL11	UNKNOWN	UNKNOWN	not in local safety table
NOL11P1	UNKNOWN	UNKNOWN	not in local safety table
NOL12	UNKNOWN	UNKNOWN	not in local safety table
NOL3	UNKNOWN	UNKNOWN	not in local safety table
NOL4	UNKNOWN	UNKNOWN	not in local safety table
NOL4L	UNKNOWN	UNKNOWN	not in local safety table
NOL6	UNKNOWN	UNKNOWN	not in local safety table
NOL7	UNKNOWN	UNKNOWN	not in local safety table
NOL8	UNKNOWN	UNKNOWN	not in local safety table
NOL9	UNKNOWN	UNKNOWN	not in local safety table
NOLC1	UNKNOWN	UNKNOWN	not in local safety table
NOM1	UNKNOWN	UNKNOWN	not in local safety table
NOMO1	UNKNOWN	UNKNOWN	not in local safety table
NOMO2	UNKNOWN	UNKNOWN	not in local safety table
NOMO3	UNKNOWN	UNKNOWN	not in local safety table
NONO	UNKNOWN	UNKNOWN	not in local safety table
NOP10	UNKNOWN	UNKNOWN	not in local safety table
NOP14	UNKNOWN	UNKNOWN	not in local safety table
NOP16	UNKNOWN	UNKNOWN	not in local safety table
NOP2	UNKNOWN	UNKNOWN	not in local safety table
NOP35P1	UNKNOWN	UNKNOWN	not in local safety table
NOP53	UNKNOWN	UNKNOWN	not in local safety table
NOP53-AS1	UNKNOWN	UNKNOWN	not in local safety table
NOP56	UNKNOWN	UNKNOWN	not in local safety table
NOP58	UNKNOWN	UNKNOWN	not in local safety table
NOP9	UNKNOWN	UNKNOWN	not in local safety table
NOPCHAP1	UNKNOWN	UNKNOWN	not in local safety table
NORAD	UNKNOWN	UNKNOWN	not in local safety table
NOS1	UNKNOWN	UNKNOWN	not in local safety table
NOS1AP	UNKNOWN	UNKNOWN	not in local safety table
NOS2	UNKNOWN	UNKNOWN	not in local safety table
NOS3	REVIEW_REQUIRED	vascular_homeostasis	endothelial nitric oxide synthase; not a preferred accessible target
NOSIP	UNKNOWN	UNKNOWN	not in local safety table
NOSTRIN	UNKNOWN	UNKNOWN	not in local safety table
NOTCH1	UNKNOWN	UNKNOWN	not in local safety table
NOTCH2	UNKNOWN	UNKNOWN	not in local safety table
NOTCH2NLA	UNKNOWN	UNKNOWN	not in local safety table
NOTCH2NLB	UNKNOWN	UNKNOWN	not in local safety table
NOTCH2NLC	UNKNOWN	UNKNOWN	not in local safety table
NOTCH3	UNKNOWN	UNKNOWN	not in local safety table
NOTCH4	UNKNOWN	UNKNOWN	not in local safety table
NOTUM	UNKNOWN	UNKNOWN	not in local safety table
NOV	UNKNOWN	UNKNOWN	not in local safety table
NOVA1	UNKNOWN	UNKNOWN	not in local safety table
NOVA2	UNKNOWN	UNKNOWN	not in local safety table
NOX1	UNKNOWN	UNKNOWN	not in local safety table
NOX3	UNKNOWN	UNKNOWN	not in local safety table
NOX4	UNKNOWN	UNKNOWN	not in local safety table
NOX4P1	UNKNOWN	UNKNOWN	not in local safety table
NOXA1	UNKNOWN	UNKNOWN	not in local safety table
NOXO1	UNKNOWN	UNKNOWN	not in local safety table
NOXRED1	UNKNOWN	UNKNOWN	not in local safety table
NPAP1	UNKNOWN	UNKNOWN	not in local safety table
NPAS1	UNKNOWN	UNKNOWN	not in local safety table
NPAS2	UNKNOWN	UNKNOWN	not in local safety table
NPAS3	UNKNOWN	UNKNOWN	not in local safety table
NPAS4	UNKNOWN	UNKNOWN	not in local safety table
NPAT	UNKNOWN	UNKNOWN	not in local safety table
NPB	UNKNOWN	UNKNOWN	not in local safety table
NPBWR1	UNKNOWN	UNKNOWN	not in local safety table
NPBWR2	UNKNOWN	UNKNOWN	not in local safety table
NPC1	UNKNOWN	UNKNOWN	not in local safety table
NPC1L1	UNKNOWN	UNKNOWN	not in local safety table
NPC2	UNKNOWN	UNKNOWN	not in local safety table
NPCDR1	UNKNOWN	UNKNOWN	not in local safety table
NPDC1	UNKNOWN	UNKNOWN	not in local safety table
NPEPPS	UNKNOWN	UNKNOWN	not in local safety table
NPEPPSP1	UNKNOWN	UNKNOWN	not in local safety table
NPFF	UNKNOWN	UNKNOWN	not in local safety table
NPFFR1	UNKNOWN	UNKNOWN	not in local safety table
NPFFR2	UNKNOWN	UNKNOWN	not in local safety table
NPHP1	UNKNOWN	UNKNOWN	not in local safety table
NPHP3	UNKNOWN	UNKNOWN	not in local safety table
NPHP4	UNKNOWN	UNKNOWN	not in local safety table
NPHS1	UNKNOWN	UNKNOWN	not in local safety table
NPHS2	UNKNOWN	UNKNOWN	not in local safety table
NPIPA1	UNKNOWN	UNKNOWN	not in local safety table
NPIPA2	UNKNOWN	UNKNOWN	not in local safety table
NPIPA3	UNKNOWN	UNKNOWN	not in local safety table
NPIPA5	UNKNOWN	UNKNOWN	not in local safety table
NPIPA6	UNKNOWN	UNKNOWN	not in local safety table
NPIPA7	UNKNOWN	UNKNOWN	not in local safety table
NPIPA9	UNKNOWN	UNKNOWN	not in local safety table
NPIPB11	UNKNOWN	UNKNOWN	not in local safety table
NPIPB12	UNKNOWN	UNKNOWN	not in local safety table
NPIPB13	UNKNOWN	UNKNOWN	not in local safety table
NPIPB14P	UNKNOWN	UNKNOWN	not in local safety table
NPIPB15	UNKNOWN	UNKNOWN	not in local safety table
NPIPB2	UNKNOWN	UNKNOWN	not in local safety table
NPIPB4	UNKNOWN	UNKNOWN	not in local safety table
NPIPB5	UNKNOWN	UNKNOWN	not in local safety table
NPIPB6	UNKNOWN	UNKNOWN	not in local safety table
NPIPB7	UNKNOWN	UNKNOWN	not in local safety table
NPIPB8	UNKNOWN	UNKNOWN	not in local safety table
NPIPB9	UNKNOWN	UNKNOWN	not in local safety table
NPIPP1	UNKNOWN	UNKNOWN	not in local safety table
NPL	UNKNOWN	UNKNOWN	not in local safety table
NPLOC4	UNKNOWN	UNKNOWN	not in local safety table
NPM1	UNKNOWN	UNKNOWN	not in local safety table
NPM1P39	UNKNOWN	UNKNOWN	not in local safety table
NPM2	UNKNOWN	UNKNOWN	not in local safety table
NPM3	UNKNOWN	UNKNOWN	not in local safety table
NPNT	UNKNOWN	UNKNOWN	not in local safety table
NPPA	UNKNOWN	UNKNOWN	not in local safety table
NPPB	UNKNOWN	UNKNOWN	not in local safety table
NPPC	UNKNOWN	UNKNOWN	not in local safety table
NPR1	UNKNOWN	UNKNOWN	not in local safety table
NPR2	UNKNOWN	UNKNOWN	not in local safety table
NPR3	UNKNOWN	UNKNOWN	not in local safety table
NPRL2	UNKNOWN	UNKNOWN	not in local safety table
NPRL3	UNKNOWN	UNKNOWN	not in local safety table
NPSR1	UNKNOWN	UNKNOWN	not in local safety table
NPSR1-AS1	UNKNOWN	UNKNOWN	not in local safety table
NPTN	UNKNOWN	UNKNOWN	not in local safety table
NPTN-IT1	UNKNOWN	UNKNOWN	not in local safety table
NPTX1	UNKNOWN	UNKNOWN	not in local safety table
NPTX2	UNKNOWN	UNKNOWN	not in local safety table
NPTXR	UNKNOWN	UNKNOWN	not in local safety table
NPVF	UNKNOWN	UNKNOWN	not in local safety table
