gene_symbol	safety_gate	critical_tissue_flag	note
AGAP5	UNKNOWN	UNKNOWN	not in local safety table
AGAP6	UNKNOWN	UNKNOWN	not in local safety table
AGAP9	UNKNOWN	UNKNOWN	not in local safety table
AGBL1	UNKNOWN	UNKNOWN	not in local safety table
AGBL2	UNKNOWN	UNKNOWN	not in local safety table
AGBL3	UNKNOWN	UNKNOWN	not in local safety table
AGBL4	UNKNOWN	UNKNOWN	not in local safety table
AGBL5	UNKNOWN	UNKNOWN	not in local safety table
AGER	UNKNOWN	UNKNOWN	not in local safety table
AGFG1	UNKNOWN	UNKNOWN	not in local safety table
AGFG2	UNKNOWN	UNKNOWN	not in local safety table
AGGF1	UNKNOWN	UNKNOWN	not in local safety table
AGK	UNKNOWN	UNKNOWN	not in local safety table
AGKP1	UNKNOWN	UNKNOWN	not in local safety table
AGL	UNKNOWN	UNKNOWN	not in local safety table
AGMAT	UNKNOWN	UNKNOWN	not in local safety table
AGMO	UNKNOWN	UNKNOWN	not in local safety table
AGO1	UNKNOWN	UNKNOWN	not in local safety table
AGO2	UNKNOWN	UNKNOWN	not in local safety table
AGO3	UNKNOWN	UNKNOWN	not in local safety table
AGO4	UNKNOWN	UNKNOWN	not in local safety table
AGPAT1	UNKNOWN	UNKNOWN	not in local safety table
AGPAT2	UNKNOWN	UNKNOWN	not in local safety table
AGPAT3	UNKNOWN	UNKNOWN	not in local safety table
AGPAT4	UNKNOWN	UNKNOWN	not in local safety table
AGPAT4-IT1	UNKNOWN	UNKNOWN	not in local safety table
AGPAT5	UNKNOWN	UNKNOWN	not in local safety table
AGPS	UNKNOWN	UNKNOWN	not in local safety table
AGPS-DT	UNKNOWN	UNKNOWN	not in local safety table
AGR2	UNKNOWN	UNKNOWN	not in local safety table
AGR3	UNKNOWN	UNKNOWN	not in local safety table
AGRN	UNKNOWN	UNKNOWN	not in local safety table
AGRP	UNKNOWN	UNKNOWN	not in local safety table
AGT	UNKNOWN	UNKNOWN	not in local safety table
AGTPBP1	UNKNOWN	UNKNOWN	not in local safety table
AGTR1	UNKNOWN	UNKNOWN	not in local safety table
AGTR2	UNKNOWN	UNKNOWN	not in local safety table
AGTRAP	UNKNOWN	UNKNOWN	not in local safety table
AGVR6190	UNKNOWN	UNKNOWN	not in local safety table
AGXT	UNKNOWN	UNKNOWN	not in local safety table
AGXT2	UNKNOWN	UNKNOWN	not in local safety table
AHCTF1	UNKNOWN	UNKNOWN	not in local safety table
AHCY	UNKNOWN	UNKNOWN	not in local safety table
AHCYL1	UNKNOWN	UNKNOWN	not in local safety table
AHCYL2	UNKNOWN	UNKNOWN	not in local safety table
AHDC1	UNKNOWN	UNKNOWN	not in local safety table
AHI1	UNKNOWN	UNKNOWN	not in local safety table
AHI1-DT	UNKNOWN	UNKNOWN	not in local safety table
AHNAK	UNKNOWN	UNKNOWN	not in local safety table
AHNAK2	UNKNOWN	UNKNOWN	not in local safety table
AHR	UNKNOWN	UNKNOWN	not in local safety table
AHRR	UNKNOWN	UNKNOWN	not in local safety table
AHSA1	UNKNOWN	UNKNOWN	not in local safety table
AHSA2	UNKNOWN	UNKNOWN	not in local safety table
AHSA2P	UNKNOWN	UNKNOWN	not in local safety table
AHSG	UNKNOWN	UNKNOWN	not in local safety table
AHSP	UNKNOWN	UNKNOWN	not in local safety table
AICDA	UNKNOWN	UNKNOWN	not in local safety table
AIDA	UNKNOWN	UNKNOWN	not in local safety table
AIF1	UNKNOWN	UNKNOWN	not in local safety table
AIF1L	UNKNOWN	UNKNOWN	not in local safety table
AIFM1	UNKNOWN	UNKNOWN	not in local safety table
AIFM2	UNKNOWN	UNKNOWN	not in local safety table
AIFM3	UNKNOWN	UNKNOWN	not in local safety table
AIG1	UNKNOWN	UNKNOWN	not in local safety table
AIM1	UNKNOWN	UNKNOWN	not in local safety table
AIM1L	UNKNOWN	UNKNOWN	not in local safety table
AIM2	UNKNOWN	UNKNOWN	not in local safety table
AIMP1	UNKNOWN	UNKNOWN	not in local safety table
AIMP2	UNKNOWN	UNKNOWN	not in local safety table
AIP	UNKNOWN	UNKNOWN	not in local safety table
AIPL1	UNKNOWN	UNKNOWN	not in local safety table
AIRE	UNKNOWN	UNKNOWN	not in local safety table
AIRIM	UNKNOWN	UNKNOWN	not in local safety table
AJAP1	UNKNOWN	UNKNOWN	not in local safety table
AJM1	UNKNOWN	UNKNOWN	not in local safety table
AJUBA	UNKNOWN	UNKNOWN	not in local safety table
AK1	UNKNOWN	UNKNOWN	not in local safety table
AK2	UNKNOWN	UNKNOWN	not in local safety table
AK2P1	UNKNOWN	UNKNOWN	not in local safety table
AK3	UNKNOWN	UNKNOWN	not in local safety table
AK4	UNKNOWN	UNKNOWN	not in local safety table
AK5	UNKNOWN	UNKNOWN	not in local safety table
AK6	UNKNOWN	UNKNOWN	not in local safety table
AK7	UNKNOWN	UNKNOWN	not in local safety table
AK8	UNKNOWN	UNKNOWN	not in local safety table
AK9	UNKNOWN	UNKNOWN	not in local safety table
AKAP1	UNKNOWN	UNKNOWN	not in local safety table
AKAP10	UNKNOWN	UNKNOWN	not in local safety table
AKAP11	UNKNOWN	UNKNOWN	not in local safety table
AKAP12	UNKNOWN	UNKNOWN	not in local safety table
AKAP13	UNKNOWN	UNKNOWN	not in local safety table
AKAP14	UNKNOWN	UNKNOWN	not in local safety table
AKAP19	UNKNOWN	UNKNOWN	not in local safety table
AKAP3	UNKNOWN	UNKNOWN	not in local safety table
AKAP4	UNKNOWN	UNKNOWN	not in local safety table
AKAP5	UNKNOWN	UNKNOWN	not in local safety table
AKAP6	UNKNOWN	UNKNOWN	not in local safety table
AKAP7	UNKNOWN	UNKNOWN	not in local safety table
AKAP8	UNKNOWN	UNKNOWN	not in local safety table
AKAP8L	UNKNOWN	UNKNOWN	not in local safety table
AKAP9	UNKNOWN	UNKNOWN	not in local safety table
AKIP1	UNKNOWN	UNKNOWN	not in local safety table
AKIRIN1	UNKNOWN	UNKNOWN	not in local safety table
AKIRIN2	UNKNOWN	UNKNOWN	not in local safety table
AKNA	UNKNOWN	UNKNOWN	not in local safety table
AKNAD1	UNKNOWN	UNKNOWN	not in local safety table
AKR1A1	UNKNOWN	UNKNOWN	not in local safety table
AKR1B1	UNKNOWN	UNKNOWN	not in local safety table
AKR1B10	UNKNOWN	UNKNOWN	not in local safety table
AKR1C1	UNKNOWN	UNKNOWN	not in local safety table
AKR1C2	UNKNOWN	UNKNOWN	not in local safety table
AKR1C3	UNKNOWN	UNKNOWN	not in local safety table
AKR1C4	UNKNOWN	UNKNOWN	not in local safety table
AKR1C6P	UNKNOWN	UNKNOWN	not in local safety table
AKR1C8P	UNKNOWN	UNKNOWN	not in local safety table
AKR1D1	UNKNOWN	UNKNOWN	not in local safety table
AKR1E2	UNKNOWN	UNKNOWN	not in local safety table
AKR7A2	UNKNOWN	UNKNOWN	not in local safety table
AKR7A2P1	UNKNOWN	UNKNOWN	not in local safety table
AKR7A3	UNKNOWN	UNKNOWN	not in local safety table
AKR7L	UNKNOWN	UNKNOWN	not in local safety table
AKT1	UNKNOWN	UNKNOWN	not in local safety table
AKT1S1	UNKNOWN	UNKNOWN	not in local safety table
AKT2	UNKNOWN	UNKNOWN	not in local safety table
AKT3	UNKNOWN	UNKNOWN	not in local safety table
AKT3-IT1	UNKNOWN	UNKNOWN	not in local safety table
AKTIP	UNKNOWN	UNKNOWN	not in local safety table
ALAD	UNKNOWN	UNKNOWN	not in local safety table
ALAS1	UNKNOWN	UNKNOWN	not in local safety table
ALAS2	UNKNOWN	UNKNOWN	not in local safety table
ALB	UNKNOWN	UNKNOWN	not in local safety table
ALCAM	UNKNOWN	UNKNOWN	not in local safety table
ALDH16A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH18A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH1A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH1A2	UNKNOWN	UNKNOWN	not in local safety table
ALDH1A3	UNKNOWN	UNKNOWN	not in local safety table
ALDH1A3-AS1	UNKNOWN	UNKNOWN	not in local safety table
ALDH1B1	UNKNOWN	UNKNOWN	not in local safety table
ALDH1L1	UNKNOWN	UNKNOWN	not in local safety table
ALDH1L2	UNKNOWN	UNKNOWN	not in local safety table
ALDH2	UNKNOWN	UNKNOWN	not in local safety table
ALDH3A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH3A2	UNKNOWN	UNKNOWN	not in local safety table
ALDH3B1	UNKNOWN	UNKNOWN	not in local safety table
ALDH3B2	UNKNOWN	UNKNOWN	not in local safety table
ALDH4A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH5A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH6A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH7A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH7A1P1	UNKNOWN	UNKNOWN	not in local safety table
ALDH8A1	UNKNOWN	UNKNOWN	not in local safety table
ALDH9A1	UNKNOWN	UNKNOWN	not in local safety table
ALDOA	UNKNOWN	UNKNOWN	not in local safety table
ALDOAP2	UNKNOWN	UNKNOWN	not in local safety table
ALDOB	UNKNOWN	UNKNOWN	not in local safety table
ALDOC	UNKNOWN	UNKNOWN	not in local safety table
ALG1	UNKNOWN	UNKNOWN	not in local safety table
ALG10	UNKNOWN	UNKNOWN	not in local safety table
ALG10B	UNKNOWN	UNKNOWN	not in local safety table
ALG11	UNKNOWN	UNKNOWN	not in local safety table
ALG12	UNKNOWN	UNKNOWN	not in local safety table
ALG13	UNKNOWN	UNKNOWN	not in local safety table
ALG14	UNKNOWN	UNKNOWN	not in local safety table
ALG14-AS1	UNKNOWN	UNKNOWN	not in local safety table
ALG1L	UNKNOWN	UNKNOWN	not in local safety table
ALG1L10P	UNKNOWN	UNKNOWN	not in local safety table
ALG1L2	UNKNOWN	UNKNOWN	not in local safety table
ALG1L9P	UNKNOWN	UNKNOWN	not in local safety table
ALG2	UNKNOWN	UNKNOWN	not in local safety table
ALG3	UNKNOWN	UNKNOWN	not in local safety table
ALG5	UNKNOWN	UNKNOWN	not in local safety table
ALG6	UNKNOWN	UNKNOWN	not in local safety table
ALG8	UNKNOWN	UNKNOWN	not in local safety table
ALG9	UNKNOWN	UNKNOWN	not in local safety table
ALK	UNKNOWN	UNKNOWN	not in local safety table
ALKBH1	UNKNOWN	UNKNOWN	not in local safety table
ALKBH2	UNKNOWN	UNKNOWN	not in local safety table
ALKBH3	UNKNOWN	UNKNOWN	not in local safety table
ALKBH4	UNKNOWN	UNKNOWN	not in local safety table
ALKBH5	UNKNOWN	UNKNOWN	not in local safety table
ALKBH6	UNKNOWN	UNKNOWN	not in local safety table
ALKBH7	UNKNOWN	UNKNOWN	not in local safety table
ALKBH8	UNKNOWN	UNKNOWN	not in local safety table
ALLC	UNKNOWN	UNKNOWN	not in local safety table
ALMS1	UNKNOWN	UNKNOWN	not in local safety table
ALMS1-IT1	UNKNOWN	UNKNOWN	not in local safety table
ALMS1P1	UNKNOWN	UNKNOWN	not in local safety table
ALOX12	UNKNOWN	UNKNOWN	not in local safety table
ALOX12B	UNKNOWN	UNKNOWN	not in local safety table
ALOX12P2	UNKNOWN	UNKNOWN	not in local safety table
ALOX15	UNKNOWN	UNKNOWN	not in local safety table
ALOX15B	UNKNOWN	UNKNOWN	not in local safety table
ALOX5	UNKNOWN	UNKNOWN	not in local safety table
ALOX5AP	UNKNOWN	UNKNOWN	not in local safety table
ALOXE3	UNKNOWN	UNKNOWN	not in local safety table
ALPK1	UNKNOWN	UNKNOWN	not in local safety table
ALPK2	UNKNOWN	UNKNOWN	not in local safety table
ALPK3	UNKNOWN	UNKNOWN	not in local safety table
ALPL	UNKNOWN	UNKNOWN	not in local safety table
ALPP	UNKNOWN	UNKNOWN	not in local safety table
ALPPL2	UNKNOWN	UNKNOWN	not in local safety table
ALS2	UNKNOWN	UNKNOWN	not in local safety table
ALS2CL	UNKNOWN	UNKNOWN	not in local safety table
ALS2CR11	UNKNOWN	UNKNOWN	not in local safety table
ALS2CR12	UNKNOWN	UNKNOWN	not in local safety table
ALX1	UNKNOWN	UNKNOWN	not in local safety table
ALX3	UNKNOWN	UNKNOWN	not in local safety table
ALX4	UNKNOWN	UNKNOWN	not in local safety table
ALYREF	UNKNOWN	UNKNOWN	not in local safety table
AMACR	UNKNOWN	UNKNOWN	not in local safety table
AMANZI	UNKNOWN	UNKNOWN	not in local safety table
AMBN	UNKNOWN	UNKNOWN	not in local safety table
AMBP	UNKNOWN	UNKNOWN	not in local safety table
AMBRA1	UNKNOWN	UNKNOWN	not in local safety table
AMD1	UNKNOWN	UNKNOWN	not in local safety table
AMDHD1	UNKNOWN	UNKNOWN	not in local safety table
AMDHD2	UNKNOWN	UNKNOWN	not in local safety table
AMELX	UNKNOWN	UNKNOWN	not in local safety table
AMELY	UNKNOWN	UNKNOWN	not in local safety table
AMER1	UNKNOWN	UNKNOWN	not in local safety table
AMER2	UNKNOWN	UNKNOWN	not in local safety table
AMER3	UNKNOWN	UNKNOWN	not in local safety table
AMFR	UNKNOWN	UNKNOWN	not in local safety table
AMH	UNKNOWN	UNKNOWN	not in local safety table
AMHR2	UNKNOWN	UNKNOWN	not in local safety table
AMIGO1	UNKNOWN	UNKNOWN	not in local safety table
AMIGO2	UNKNOWN	UNKNOWN	not in local safety table
AMIGO3	UNKNOWN	UNKNOWN	not in local safety table
AMMECR1	UNKNOWN	UNKNOWN	not in local safety table
AMMECR1L	UNKNOWN	UNKNOWN	not in local safety table
AMMECR1LP1	UNKNOWN	UNKNOWN	not in local safety table
AMN	UNKNOWN	UNKNOWN	not in local safety table
AMN1	UNKNOWN	UNKNOWN	not in local safety table
AMN1-AS1	UNKNOWN	UNKNOWN	not in local safety table
AMOT	UNKNOWN	UNKNOWN	not in local safety table
AMOTL1	UNKNOWN	UNKNOWN	not in local safety table
AMOTL2	UNKNOWN	UNKNOWN	not in local safety table
AMPD1	UNKNOWN	UNKNOWN	not in local safety table
AMPD2	UNKNOWN	UNKNOWN	not in local safety table
AMPD3	UNKNOWN	UNKNOWN	not in local safety table
AMPH	UNKNOWN	UNKNOWN	not in local safety table
AMT	UNKNOWN	UNKNOWN	not in local safety table
AMTN	UNKNOWN	UNKNOWN	not in local safety table
AMY2B	UNKNOWN	UNKNOWN	not in local safety table
AMZ1	UNKNOWN	UNKNOWN	not in local safety table
AMZ2	UNKNOWN	UNKNOWN	not in local safety table
AMZ2P1	UNKNOWN	UNKNOWN	not in local safety table
ANAPC1	UNKNOWN	UNKNOWN	not in local safety table
ANAPC10	UNKNOWN	UNKNOWN	not in local safety table
ANAPC11	UNKNOWN	UNKNOWN	not in local safety table
ANAPC13	UNKNOWN	UNKNOWN	not in local safety table
ANAPC15	UNKNOWN	UNKNOWN	not in local safety table
ANAPC16	UNKNOWN	UNKNOWN	not in local safety table
ANAPC1P2	UNKNOWN	UNKNOWN	not in local safety table
ANAPC2	UNKNOWN	UNKNOWN	not in local safety table
ANAPC4	UNKNOWN	UNKNOWN	not in local safety table
ANAPC5	UNKNOWN	UNKNOWN	not in local safety table
ANAPC7	UNKNOWN	UNKNOWN	not in local safety table
ANG	UNKNOWN	UNKNOWN	not in local safety table
ANGEL1	UNKNOWN	UNKNOWN	not in local safety table
ANGEL2	UNKNOWN	UNKNOWN	not in local safety table
ANGPT1	UNKNOWN	UNKNOWN	not in local safety table
ANGPT2	UNKNOWN	UNKNOWN	not in local safety table
ANGPT4	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL1	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL2	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL3	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL4	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL5	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL6	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL7	UNKNOWN	UNKNOWN	not in local safety table
ANGPTL8	UNKNOWN	UNKNOWN	not in local safety table
ANK1	UNKNOWN	UNKNOWN	not in local safety table
ANK2	UNKNOWN	UNKNOWN	not in local safety table
ANK3	UNKNOWN	UNKNOWN	not in local safety table
ANKAR	UNKNOWN	UNKNOWN	not in local safety table
ANKDD1A	UNKNOWN	UNKNOWN	not in local safety table
ANKDD1B	UNKNOWN	UNKNOWN	not in local safety table
ANKEF1	UNKNOWN	UNKNOWN	not in local safety table
ANKFN1	UNKNOWN	UNKNOWN	not in local safety table
ANKFY1	UNKNOWN	UNKNOWN	not in local safety table
ANKH	UNKNOWN	UNKNOWN	not in local safety table
ANKHD1	UNKNOWN	UNKNOWN	not in local safety table
ANKHD1-EIF4EBP3	UNKNOWN	UNKNOWN	not in local safety table
ANKIB1	UNKNOWN	UNKNOWN	not in local safety table
ANKK1	UNKNOWN	UNKNOWN	not in local safety table
ANKLE1	UNKNOWN	UNKNOWN	not in local safety table
ANKLE2	UNKNOWN	UNKNOWN	not in local safety table
ANKMY1	UNKNOWN	UNKNOWN	not in local safety table
ANKMY2	UNKNOWN	UNKNOWN	not in local safety table
ANKRA2	UNKNOWN	UNKNOWN	not in local safety table
ANKRD1	UNKNOWN	UNKNOWN	not in local safety table
ANKRD10	UNKNOWN	UNKNOWN	not in local safety table
ANKRD11	UNKNOWN	UNKNOWN	not in local safety table
ANKRD12	UNKNOWN	UNKNOWN	not in local safety table
ANKRD13A	UNKNOWN	UNKNOWN	not in local safety table
ANKRD13B	UNKNOWN	UNKNOWN	not in local safety table
ANKRD13C	UNKNOWN	UNKNOWN	not in local safety table
ANKRD13C-DT	UNKNOWN	UNKNOWN	not in local safety table
ANKRD13D	UNKNOWN	UNKNOWN	not in local safety table
ANKRD16	UNKNOWN	UNKNOWN	not in local safety table
ANKRD17	UNKNOWN	UNKNOWN	not in local safety table
ANKRD17-DT	UNKNOWN	UNKNOWN	not in local safety table
ANKRD18A	UNKNOWN	UNKNOWN	not in local safety table
ANKRD18B	UNKNOWN	UNKNOWN	not in local safety table
ANKRD18DP	UNKNOWN	UNKNOWN	not in local safety table
ANKRD19P	UNKNOWN	UNKNOWN	not in local safety table
ANKRD2	UNKNOWN	UNKNOWN	not in local safety table
ANKRD20A1	UNKNOWN	UNKNOWN	not in local safety table
ANKRD20A11P	UNKNOWN	UNKNOWN	not in local safety table
ANKRD20A18P	UNKNOWN	UNKNOWN	not in local safety table
ANKRD20A19P	UNKNOWN	UNKNOWN	not in local safety table
ANKRD20A5P	UNKNOWN	UNKNOWN	not in local safety table
ANKRD20A8P	UNKNOWN	UNKNOWN	not in local safety table
ANKRD22	UNKNOWN	UNKNOWN	not in local safety table
ANKRD23	UNKNOWN	UNKNOWN	not in local safety table
ANKRD24	UNKNOWN	UNKNOWN	not in local safety table
ANKRD26	UNKNOWN	UNKNOWN	not in local safety table
ANKRD26P1	UNKNOWN	UNKNOWN	not in local safety table
ANKRD26P4	UNKNOWN	UNKNOWN	not in local safety table
ANKRD27	UNKNOWN	UNKNOWN	not in local safety table
ANKRD28	UNKNOWN	UNKNOWN	not in local safety table
ANKRD29	UNKNOWN	UNKNOWN	not in local safety table
ANKRD30A	UNKNOWN	UNKNOWN	not in local safety table
ANKRD30B	UNKNOWN	UNKNOWN	not in local safety table
ANKRD30BL	UNKNOWN	UNKNOWN	not in local safety table
ANKRD30BP3	UNKNOWN	UNKNOWN	not in local safety table
ANKRD31	UNKNOWN	UNKNOWN	not in local safety table
ANKRD33	UNKNOWN	UNKNOWN	not in local safety table
ANKRD33B	UNKNOWN	UNKNOWN	not in local safety table
ANKRD34A	UNKNOWN	UNKNOWN	not in local safety table
ANKRD34B	UNKNOWN	UNKNOWN	not in local safety table
ANKRD34C	UNKNOWN	UNKNOWN	not in local safety table
ANKRD35	UNKNOWN	UNKNOWN	not in local safety table
ANKRD35-DT	UNKNOWN	UNKNOWN	not in local safety table
ANKRD36	UNKNOWN	UNKNOWN	not in local safety table
ANKRD36B	UNKNOWN	UNKNOWN	not in local safety table
ANKRD36BP1	UNKNOWN	UNKNOWN	not in local safety table
ANKRD36C	UNKNOWN	UNKNOWN	not in local safety table
ANKRD37	UNKNOWN	UNKNOWN	not in local safety table
ANKRD39	UNKNOWN	UNKNOWN	not in local safety table
ANKRD40	UNKNOWN	UNKNOWN	not in local safety table
ANKRD42	UNKNOWN	UNKNOWN	not in local safety table
ANKRD42-DT	UNKNOWN	UNKNOWN	not in local safety table
ANKRD44	UNKNOWN	UNKNOWN	not in local safety table
ANKRD45	UNKNOWN	UNKNOWN	not in local safety table
ANKRD46	UNKNOWN	UNKNOWN	not in local safety table
ANKRD49	UNKNOWN	UNKNOWN	not in local safety table
ANKRD50	UNKNOWN	UNKNOWN	not in local safety table
ANKRD52	UNKNOWN	UNKNOWN	not in local safety table
ANKRD53	UNKNOWN	UNKNOWN	not in local safety table
ANKRD54	UNKNOWN	UNKNOWN	not in local safety table
ANKRD55	UNKNOWN	UNKNOWN	not in local safety table
ANKRD6	UNKNOWN	UNKNOWN	not in local safety table
ANKRD61	UNKNOWN	UNKNOWN	not in local safety table
ANKRD62	UNKNOWN	UNKNOWN	not in local safety table
ANKRD65	UNKNOWN	UNKNOWN	not in local safety table
ANKRD7	UNKNOWN	UNKNOWN	not in local safety table
ANKRD9	UNKNOWN	UNKNOWN	not in local safety table
ANKS1A	UNKNOWN	UNKNOWN	not in local safety table
ANKS1B	UNKNOWN	UNKNOWN	not in local safety table
ANKS3	UNKNOWN	UNKNOWN	not in local safety table
ANKS4B	UNKNOWN	UNKNOWN	not in local safety table
ANKS6	UNKNOWN	UNKNOWN	not in local safety table
ANKZF1	UNKNOWN	UNKNOWN	not in local safety table
ANLN	UNKNOWN	UNKNOWN	not in local safety table
ANO1	UNKNOWN	UNKNOWN	not in local safety table
ANO10	UNKNOWN	UNKNOWN	not in local safety table
ANO2	UNKNOWN	UNKNOWN	not in local safety table
ANO3	UNKNOWN	UNKNOWN	not in local safety table
ANO4	UNKNOWN	UNKNOWN	not in local safety table
ANO5	UNKNOWN	UNKNOWN	not in local safety table
ANO6	UNKNOWN	UNKNOWN	not in local safety table
ANO7	UNKNOWN	UNKNOWN	not in local safety table
ANO8	UNKNOWN	UNKNOWN	not in local safety table
ANO9	UNKNOWN	UNKNOWN	not in local safety table
ANOS1	UNKNOWN	UNKNOWN	not in local safety table
ANP32A	UNKNOWN	UNKNOWN	not in local safety table
ANP32A-IT1	UNKNOWN	UNKNOWN	not in local safety table
ANP32B	UNKNOWN	UNKNOWN	not in local safety table
ANP32C	UNKNOWN	UNKNOWN	not in local safety table
ANP32D	UNKNOWN	UNKNOWN	not in local safety table
ANP32E	UNKNOWN	UNKNOWN	not in local safety table
ANPEP	UNKNOWN	UNKNOWN	not in local safety table
ANTKMT	UNKNOWN	UNKNOWN	not in local safety table
ANTXR1	UNKNOWN	UNKNOWN	not in local safety table
ANTXR2	UNKNOWN	UNKNOWN	not in local safety table
ANTXRL	UNKNOWN	UNKNOWN	not in local safety table
ANXA1	UNKNOWN	UNKNOWN	not in local safety table
ANXA10	UNKNOWN	UNKNOWN	not in local safety table
ANXA11	UNKNOWN	UNKNOWN	not in local safety table
ANXA13	UNKNOWN	UNKNOWN	not in local safety table
ANXA2	UNKNOWN	UNKNOWN	not in local safety table
ANXA2P1	UNKNOWN	UNKNOWN	not in local safety table
ANXA2P2	UNKNOWN	UNKNOWN	not in local safety table
ANXA2P3	UNKNOWN	UNKNOWN	not in local safety table
ANXA2R	UNKNOWN	UNKNOWN	not in local safety table
ANXA2R-AS1	UNKNOWN	UNKNOWN	not in local safety table
ANXA2R-OT1	UNKNOWN	UNKNOWN	not in local safety table
ANXA3	UNKNOWN	UNKNOWN	not in local safety table
ANXA4	UNKNOWN	UNKNOWN	not in local safety table
ANXA5	UNKNOWN	UNKNOWN	not in local safety table
ANXA6	UNKNOWN	UNKNOWN	not in local safety table
ANXA7	UNKNOWN	UNKNOWN	not in local safety table
ANXA8L1	UNKNOWN	UNKNOWN	not in local safety table
ANXA9	UNKNOWN	UNKNOWN	not in local safety table
AOAH	UNKNOWN	UNKNOWN	not in local safety table
AOC1	UNKNOWN	UNKNOWN	not in local safety table
AOC2	UNKNOWN	UNKNOWN	not in local safety table
AOC3	UNKNOWN	UNKNOWN	not in local safety table
AOPEP	UNKNOWN	UNKNOWN	not in local safety table
AOX1	UNKNOWN	UNKNOWN	not in local safety table
AP1AR	UNKNOWN	UNKNOWN	not in local safety table
AP1B1	UNKNOWN	UNKNOWN	not in local safety table
AP1G1	UNKNOWN	UNKNOWN	not in local safety table
AP1G2	UNKNOWN	UNKNOWN	not in local safety table
AP1G2-AS1	UNKNOWN	UNKNOWN	not in local safety table
AP1M1	UNKNOWN	UNKNOWN	not in local safety table
AP1M2	UNKNOWN	UNKNOWN	not in local safety table
AP1S1	UNKNOWN	UNKNOWN	not in local safety table
AP1S2	UNKNOWN	UNKNOWN	not in local safety table
AP1S3	UNKNOWN	UNKNOWN	not in local safety table
AP2A1	UNKNOWN	UNKNOWN	not in local safety table
AP2A2	UNKNOWN	UNKNOWN	not in local safety table
AP2B1	UNKNOWN	UNKNOWN	not in local safety table
AP2B1P1	UNKNOWN	UNKNOWN	not in local safety table
AP2M1	UNKNOWN	UNKNOWN	not in local safety table
AP2S1	UNKNOWN	UNKNOWN	not in local safety table
AP3B1	UNKNOWN	UNKNOWN	not in local safety table
AP3B2	UNKNOWN	UNKNOWN	not in local safety table
AP3D1	UNKNOWN	UNKNOWN	not in local safety table
AP3M1	UNKNOWN	UNKNOWN	not in local safety table
AP3M2	UNKNOWN	UNKNOWN	not in local safety table
AP3S1	UNKNOWN	UNKNOWN	not in local safety table
AP3S2	UNKNOWN	UNKNOWN	not in local safety table
AP4B1	UNKNOWN	UNKNOWN	not in local safety table
AP4B1-AS1	UNKNOWN	UNKNOWN	not in local safety table
AP4E1	UNKNOWN	UNKNOWN	not in local safety table
AP4M1	UNKNOWN	UNKNOWN	not in local safety table
AP4S1	UNKNOWN	UNKNOWN	not in local safety table
AP5B1	UNKNOWN	UNKNOWN	not in local safety table
AP5M1	UNKNOWN	UNKNOWN	not in local safety table
AP5S1	UNKNOWN	UNKNOWN	not in local safety table
AP5Z1	UNKNOWN	UNKNOWN	not in local safety table
APAF1	UNKNOWN	UNKNOWN	not in local safety table
APBA1	UNKNOWN	UNKNOWN	not in local safety table
APBA2	UNKNOWN	UNKNOWN	not in local safety table
APBA3	UNKNOWN	UNKNOWN	not in local safety table
