gene_symbol	GSM9336110	GSM9336111	GSM9336112	GSM9336113	GSM9336114	GSM9336115
LETMD1	391	434	399	394	312	432
LETR1	26	23	24	12	12	14
LFNG	169	187	222	92	74	102
LGALS1	11131	14240	14549	22701	18419	22759
LGALS3	334	410	500	1684	1234	1710
LGALS3BP	8	2	8	0	0	2
LGALS4	0	0	2	0	0	0
LGALS8	773	1000	1218	1063	854	1032
LGALS8-AS1	2	0	1	0	0	0
LGALS9	736	1025	1010	933	590	569
LGALSL	46	76	94	84	62	94
LGI2	4	0	0	0	0	0
LGMN	1850	2397	2553	1790	1576	1614
LGR4	90	120	87	282	318	315
LGR6	0	0	0	2	8	5
LHB	0	0	0	4	6	16
LHFPL2	294	332	427	338	353	350
LHFPL5	0	1	2	2	0	0
LHFPL6	110	162	145	184	182	108
LHPP	51	108	132	88	62	49
LHX2	0	0	6	0	0	0
LHX4-AS1	1343	1825	1909	2082	1728	1713
LHX6	211	245	301	464	445	556
LHX9	0	0	0	0	2	0
LIAS	122	142	186	124	72	100
LIAT1	82	94	124	16	18	12
LIF	8	6	15	0	10	20
LIFR	477	782	810	230	188	230
LIFR-AS1	2	2	0	0	0	0
LIG1	2033	2876	2474	3406	3139	3168
LIG3	997	1263	1394	907	657	1042
LIG4	386	587	618	654	520	566
LILRA6	0	4	2	2	0	4
LILRB3	0	0	0	0	0	2
LIMA1	1314	1924	1972	2089	1915	2224
LIMCH1	1118	1429	1744	611	422	766
LIMD1	682	919	920	454	375	492
LIMD2	232	298	354	154	150	166
LIME1	4	0	5	0	0	0
LIMK1	2006	2391	2459	3314	2582	3244
LIMK2	2056	2357	2681	1812	1370	1724
LIMS1	4800	6542	6687	7983	6357	7769
LIMS2	140	179	190	2369	1824	1849
LIN28B	0	0	2	0	0	0
LIN37	29	45	56	90	93	111
LIN52	46	68	64	17	8	19
LIN54	557	884	1018	770	698	756
LIN7A	20	34	58	0	0	0
LIN7B	28	24	10	60	33	41
LIN7C	524	688	789	969	802	768
LIN9	134	207	251	123	98	175
LINC-PINT	41	45	71	40	25	18
LINC00174	3	0	0	7	4	2
LINC00240	0	2	0	0	0	0
LINC00242	0	0	10	0	0	0
LINC00243	2	4	4	0	0	0
LINC00278	4	0	6	2	0	0
LINC00294	34	45	33	38	48	32
LINC00304	2	0	0	0	0	0
LINC00305	14	8	22	0	0	0
LINC00323	2	0	2	0	0	0
LINC00324	8	0	0	0	0	0
LINC00336	0	0	0	0	2	0
LINC00339	4	4	2	2	4	3
LINC00354	0	0	0	0	0	2
LINC00426	4	0	0	0	0	2
LINC00443	6	1	2	0	0	0
LINC00467	2	8	0	0	0	0
LINC00471	12	6	8	3	2	4
LINC00472	25	42	45	22	44	43
LINC00473	805	1205	1337	1636	1296	1348
LINC00520	0	4	0	4	8	8
LINC00552	0	0	0	0	8	0
LINC00571	4	14	8	0	14	12
LINC00574	2	0	0	0	0	0
LINC00589	1	0	0	0	0	0
LINC00592	0	0	2	0	0	0
LINC00607	111	123	130	78	101	90
LINC00622	4	10	4	2	2	0
LINC00628	0	0	0	0	2	0
LINC00632	200	258	270	12	18	14
LINC00636	0	0	0	0	0	2
LINC00639	10	18	6	1	0	0
LINC00641	33	44	45	2	4	4
LINC00654	3	6	6	8	6	2
LINC00662	24	18	14	8	18	6
LINC00665	9	10	2	0	2	4
LINC00667	24	38	62	52	52	16
LINC00680	30	25	20	10	12	3
LINC00839	15	4	12	0	0	0
LINC00840	0	2	0	4	0	0
LINC00847	2	10	12	6	12	4
LINC00852	4	3	8	0	2	0
LINC00857	0	0	2	2	2	0
LINC00862	0	0	0	2	0	0
LINC00863	8	23	6	2	8	2
LINC00868	0	0	0	4	0	4
LINC00886	0	0	0	2	0	0
LINC00896	0	6	6	8	2	2
LINC00910	4	2	0	2	4	14
LINC00921	4	2	2	0	1	2
LINC00924	0	2	0	0	2	2
LINC00926	2	0	6	4	0	1
LINC00941	20	16	10	18	14	10
LINC00954	2	0	0	0	0	0
LINC00957	2	4	4	10	34	14
LINC00973	0	2	1	0	0	0
LINC00987	0	2	0	0	0	2
LINC01003	2	0	2	0	2	0
LINC01013	50	70	56	52	79	58
LINC01018	0	1	0	0	0	0
LINC01087	2	0	0	0	0	0
LINC01089	12	8	17	0	0	0
LINC01091	2	0	0	6	8	4
LINC01106	4	8	0	0	0	0
LINC01116	12	18	10	8	6	4
LINC01117	2	0	0	2	0	0
LINC01121	0	0	0	0	0	2
LINC01123	4	8	0	0	0	0
LINC01126	2	0	0	0	4	2
LINC01128	22	18	30	20	18	17
LINC01132	8	0	0	0	0	0
LINC01134	2	0	3	2	1	2
LINC01140	0	0	0	1	8	0
LINC01144	0	0	2	2	0	2
LINC01169	0	2	1	0	0	0
LINC01176	2	0	0	0	0	2
LINC01204	0	0	0	0	2	2
LINC01215	0	0	2	0	0	0
LINC01234	0	0	0	0	2	0
LINC01235	362	486	452	384	278	309
LINC01238	2	0	6	4	0	0
LINC01239	2	2	0	0	0	0
LINC01252	0	2	0	0	2	7
LINC01260	0	0	0	0	2	1
LINC01270	2	8	6	2	2	2
LINC01273	0	0	2	0	0	0
LINC01278	40	20	22	14	4	13
LINC01347	164	136	264	162	148	87
LINC01356	2	2	0	2	0	0
LINC01357	13	30	22	14	8	7
LINC01359	1	2	4	0	0	0
LINC01366	0	0	0	0	0	2
LINC01372	9	35	24	14	12	7
LINC01376	0	0	0	2	0	2
LINC01396	0	1	0	0	0	0
LINC01402	0	0	0	0	1	2
LINC01409	1	4	8	1	2	5
LINC01410	0	1	0	0	0	5
LINC01431	0	2	0	0	0	0
LINC01433	0	5	0	0	0	1
LINC01435	0	0	0	2	0	0
LINC01465	0	4	2	4	0	2
LINC01474	0	2	0	0	0	0
LINC01483	0	0	0	5	6	4
LINC01504	2	1	5	0	0	0
LINC01524	0	0	2	0	0	0
LINC01530	2	8	8	6	4	0
LINC01535	0	2	2	0	0	0
LINC01547	20	20	10	18	8	16
LINC01558	6	12	12	0	0	2
LINC01561	0	0	0	6	0	2
LINC01569	2	1	2	0	1	0
LINC01572	2	3	2	3	0	0
LINC01583	4	0	6	18	0	5
LINC01587	0	0	0	0	0	2
LINC01588	5	11	2	0	4	6
LINC01590	42	24	56	17	12	23
LINC01605	2	1	0	0	0	0
LINC01611	2	0	0	0	0	0
LINC01619	4	0	0	0	0	4
LINC01664	0	2	0	0	0	0
LINC01695	0	0	0	0	1	0
LINC01709	0	0	0	0	2	0
LINC01711	2	0	0	0	0	0
LINC01731	0	2	0	0	2	0
LINC01748	0	2	4	0	15	7
LINC01762	0	0	0	0	2	0
LINC01772	1	15	3	4	0	2
LINC01775	0	0	0	0	4	0
LINC01776	8	10	9	2	4	0
LINC01783	2	0	2	4	0	0
LINC01800	0	0	0	0	0	2
LINC01806	0	0	2	0	0	0
LINC01812	0	2	2	0	0	0
LINC01829	3	0	0	0	0	0
LINC01844	4	7	9	4	2	4
LINC01852	4	0	6	0	0	2
LINC01876	0	4	0	0	0	0
LINC01885	0	1	0	0	0	0
LINC01902	0	0	2	0	0	0
LINC01962	0	0	0	0	0	1
LINC01963	20	22	18	4	2	14
LINC01968	0	0	1	0	0	0
LINC01970	0	0	2	0	0	0
LINC01985	0	0	2	0	0	0
LINC02018	0	4	0	0	0	2
LINC02035	12	16	26	40	12	15
LINC02043	0	0	0	0	0	2
LINC02057	0	0	0	2	2	0
LINC02067	1	0	0	0	0	0
LINC02076	0	0	0	0	0	4
LINC02080	0	0	0	0	2	0
LINC02104	0	2	0	0	0	0
LINC02145	2	0	7	0	0	0
LINC02154	0	0	0	4	10	2
LINC02166	2	17	0	2	2	7
LINC02168	0	0	1	0	0	0
LINC02175	0	4	0	0	2	0
LINC02181	0	0	2	0	0	0
LINC02188	10	2	6	0	0	4
LINC02193	3	4	0	0	0	0
LINC02210	27	38	25	14	20	14
LINC02234	0	0	0	2	0	0
LINC02241	2	0	0	0	0	0
LINC02256	2	0	4	2	1	1
LINC02273	2	0	0	0	0	0
LINC02280	0	0	0	2	2	0
LINC02352	0	0	0	0	2	0
LINC02361	0	0	2	0	0	0
LINC02381	4	0	2	4	0	0
LINC02389	0	1	0	0	0	0
LINC02449	26	20	32	2	2	8
LINC02454	14	10	16	2	4	3
LINC02478	0	0	0	0	1	0
LINC02481	0	4	0	0	0	0
LINC02482	2	0	2	0	0	4
LINC02491	106	162	133	150	122	131
LINC02516	0	0	0	2	0	0
LINC02535	7	2	0	0	0	0
LINC02547	2	6	0	2	2	5
LINC02556	2	0	0	0	0	2
LINC02576	0	0	0	0	0	2
LINC02577	3	4	2	0	9	5
LINC02606	2	0	2	0	4	2
LINC02608	2	0	0	0	0	2
LINC02610	0	0	0	4	0	0
LINC02611	0	0	2	0	0	0
LINC02614	0	2	0	0	0	0
LINC02615	4	7	2	0	2	0
LINC02631	0	0	2	0	0	0
LINC02643	2	0	2	0	0	0
LINC02649	0	2	0	1	0	0
LINC02669	2	18	4	0	0	0
LINC02691	0	0	0	4	0	0
LINC02693	84	118	64	76	38	78
LINC02714	0	2	0	0	0	0
LINC02716	4	2	0	4	0	8
LINC02721	0	0	0	0	0	2
LINC02725	2	0	0	0	0	0
LINC02739	2	1	0	0	0	0
LINC02742	2	5	5	3	3	7
LINC02757	0	2	2	1	4	0
LINC02762	6	4	2	0	0	2
LINC02777	0	8	4	0	0	0
LINC02798	0	3	18	2	3	0
LINC02803	2	2	0	0	0	0
LINC02809	1	0	2	0	5	0
LINC02828	0	0	0	0	0	2
LINC02852	0	0	2	0	0	0
LINC02875	0	0	2	0	0	0
LINC02880	0	2	0	0	0	0
LINC02893	0	2	0	0	0	0
LINC02896	0	12	0	0	0	0
LINC02899	0	3	0	0	0	0
LINC02901	0	0	2	0	0	2
LINC02908	0	0	8	0	2	0
LINC02915	74	186	153	100	102	138
LINC02920	0	2	0	0	0	0
LINC02930	8	2	6	2	0	0
LINC02936	4	0	0	0	0	0
LINC02945	0	2	0	0	0	0
LINC02965	2	2	2	0	0	0
LINC02980	4	12	4	0	2	0
LINC02981	15	7	4	6	5	6
LINC02982	2	0	0	0	0	0
LINC02983	0	4	8	6	0	4
LINC02985	7	6	16	4	10	1
LINC02987	2	18	10	8	3	11
LINC03006	2	0	1	0	0	0
LINC03009	55	90	100	49	47	54
LINC03011	0	2	6	1	0	0
LINC03015	4	4	4	2	4	2
LINC03016	0	1	0	0	0	0
LINC03033	3	6	9	2	1	0
LINC03034	2	0	0	0	0	0
LINC03048	1	0	0	0	0	0
LINC03052	0	0	6	4	0	2
LINC03060	2	0	0	0	6	2
LINC03121	0	0	0	2	0	0
LINC03122	0	0	0	2	0	0
LINC03124	36	30	36	5	15	11
LINC03125	2	0	0	4	2	2
LINC03126	0	0	2	4	0	0
LINC03129	4	0	12	0	4	0
LINC03140	0	0	0	0	8	6
LINC03143	2	0	0	0	0	0
LINC03146	0	0	0	0	2	0
LINC03184	1	1	0	2	1	1
LINC03219	10	18	6	10	18	10
LINGO1	4	10	20	2	6	28
LINGO2	0	0	2	0	0	0
LINGO4	0	0	0	0	6	0
LINS1	113	143	153	153	152	178
LIPA	568	725	849	1716	1494	1581
LIPC	0	0	2	0	0	2
LIPE	25	68	82	66	58	48
LIPF	0	0	6	0	0	0
LIPG	3059	4027	4719	1293	1139	1397
LIPH	0	0	0	2	0	0
LIPT1	17	33	55	13	23	48
LIPT2	10	23	15	2	10	22
LIPT2-AS1	18	25	18	16	4	8
LITAF	74	108	94	2	0	6
LITATS1	2	0	2	0	0	0
LIX1L	1567	1755	2063	1671	1511	1520
LIX1L-AS1	1	4	12	2	0	10
LKAAEAR1	0	0	2	2	0	0
LL0XNC01-250H12.3	0	0	0	2	1	0
LLGL1	1281	1613	1714	1204	929	1052
LLGL2	75	82	95	66	75	103
LLPH	70	89	119	109	67	91
LLPH-DT	0	0	2	2	0	0
LMAN1	4124	6235	6600	9755	9201	9141
LMAN2	5002	6992	7412	7926	6828	6956
LMAN2L	370	442	473	518	314	402
LMBR1	1858	2374	2700	1953	1723	1882
LMBR1L	1389	1602	1717	1600	1297	1177
LMBRD1	834	1002	1262	1729	1431	1601
LMBRD2	178	260	225	501	572	464
LMCD1	119	139	117	221	191	321
LMF1	259	303	373	1319	1069	1280
LMF2	892	1046	1176	1656	1424	1437
LMLN	115	166	116	131	76	128
LMNA	27540	38230	39645	38997	31814	35834
LMNB1	2298	3071	3250	594	485	588
LMNB2	7357	10844	11323	7272	6171	6263
LMNTD1	0	0	2	0	0	0
LMNTD2	28	10	18	24	24	28
LMO2	472	601	583	451	355	287
LMO4	198	201	250	176	171	196
LMO7	566	747	816	2474	2147	2590
LMO7-AS1	0	0	0	1	2	0
LMO7DN-IT1	0	0	0	0	0	4
LMOD1	0	0	2	0	4	0
LMOD3	0	6	0	0	0	0
LMTK2	990	1317	1432	1324	828	1162
LMTK3	6	8	8	52	24	24
LNCEGFL7OS	2	1	2	0	2	7
LNCMB1	2	0	0	0	0	0
LNCOC1	0	1	10	0	0	0
LNCOG	14	37	25	17	51	41
LNCRNA-IUR	0	0	4	0	0	0
LNCROPM	0	1	1	1	0	2
LNCSRLR	3	4	2	0	1	0
LNCTAM34A	9	6	18	4	8	2
LNP1	0	10	6	10	6	2
LNPEP	1049	1428	1484	2108	1898	2110
LNPK	157	234	270	380	345	395
LNX1	34	47	84	264	162	98
LNX2	310	474	434	291	328	276
LONP1	2794	4238	4397	5117	4364	4780
LONP2	1619	2177	2487	2215	1993	2446
LONRF1	156	198	192	188	185	214
LONRF3	187	203	206	26	30	16
LOX	1050	1488	1606	1859	1718	1644
LOXL1	66	90	76	224	144	208
LOXL1-AS1	0	2	2	4	1	2
LOXL2	14485	19438	19526	20253	18195	18484
LOXL2-AS1	16	12	24	16	22	11
LOXL3	4	4	6	60	42	32
LOXL4	18	42	18	56	86	88
LPA	0	6	0	0	2	0
LPAL2	0	0	0	0	4	1
LPAR1	12	18	30	0	2	0
LPAR2	6	8	12	2	6	4
LPAR5	0	0	0	2	0	2
LPAR6	315	455	478	160	148	123
LPCAT1	871	1077	1175	1395	1180	1145
LPCAT2	1699	2285	2621	2497	2159	2832
LPCAT3	458	647	610	710	649	652
LPCAT4	583	865	864	1658	1396	1506
LPGAT1	554	822	878	968	912	925
LPIN1	1208	1524	1805	1296	1206	1277
LPIN2	1418	1711	2319	2792	2382	2251
LPIN3	38	20	38	180	141	192
LPL	0	8	8	0	0	0
LPO	2	0	0	0	2	0
LPP	1334	1793	1711	1964	1635	1867
LPP-AS2	4	0	4	4	4	0
LPXN	200	270	271	884	965	736
LRATD2	110	184	120	16	20	24
LRBA	2736	4325	4862	4439	3429	3980
LRCH1	811	1059	1245	575	332	569
LRCH2	196	292	284	276	210	242
LRCH3	2110	2435	3078	1375	1023	1490
LRCH4	350	412	436	635	524	529
LRCOL1	0	0	2	2	2	0
LRFN1	20	30	42	2	2	6
LRFN3	118	142	200	174	186	190
LRFN4	335	336	365	532	358	420
LRG1	2	0	2	0	2	0
LRGUK	4	12	24	4	20	6
LRIF1	409	525	621	568	457	500
LRIG1	1925	2456	2620	1307	1072	1120
LRIG2	544	681	848	758	599	770
LRIG3	1113	1295	1584	1349	1257	1187
LRIG3-DT	0	0	0	0	2	0
LRIT3	8	4	0	0	0	0
LRMDA	136	152	169	408	255	312
LRP1	807	943	1016	4422	3844	4970
LRP10	2181	2942	2706	3558	3304	3774
LRP11	7	12	13	54	21	27
LRP11-AS1	12	22	10	22	16	16
LRP12	266	431	382	637	592	554
LRP1B	12	14	4	4	2	0
LRP2	0	0	22	14	0	0
LRP2BP	18	16	26	2	0	2
LRP3	228	177	216	18	20	19
LRP4	288	474	547	186	134	170
LRP5	4325	5398	5884	4153	3706	4364
LRP5L	1	3	0	0	1	0
LRP6	1820	2668	3084	2843	2351	2473
LRP8	1021	1457	1642	1595	1329	1439
LRPAP1	1827	2325	2261	1903	1710	1806
LRPPRC	5818	8720	9311	7420	6307	6688
LRR1	192	258	261	195	209	290
LRRC1	396	448	610	440	343	447
LRRC14	280	298	302	276	180	192
LRRC15	2	0	0	0	0	0
LRRC17	244	308	245	298	250	377
LRRC2	0	14	4	28	36	24
LRRC20	140	187	177	110	96	147
LRRC23	88	50	84	121	99	91
LRRC24	8	2	8	2	12	10
LRRC27	222	296	265	148	165	200
LRRC28	212	288	324	404	286	470
LRRC3	36	44	50	22	30	24
LRRC32	1401	2006	2018	1673	1292	1426
LRRC32-AS1	0	0	0	1	0	0
LRRC34	22	36	26	88	74	138
LRRC36	34	32	38	26	28	26
LRRC37A	295	275	446	104	124	180
LRRC37A14P	6	0	0	0	0	0
LRRC37A15P	0	1	0	0	0	2
LRRC37A17P	59	41	153	49	35	64
LRRC37A2	551	673	779	320	341	296
LRRC37A3	702	905	965	1404	994	1047
LRRC37B	414	427	597	312	379	370
LRRC39	4	3	8	8	10	6
LRRC4	46	94	98	18	14	6
LRRC40	505	851	869	867	740	817
LRRC41	1512	1925	2108	2084	1787	1977
LRRC42	740	887	1063	657	569	560
LRRC43	17	47	86	62	40	36
LRRC45	560	749	748	577	466	581
LRRC46	2	8	20	2	6	12
LRRC47	780	962	948	755	744	777
LRRC49	157	206	208	233	178	225
LRRC4B	2	2	2	0	0	12
LRRC51	24	13	23	17	14	27
LRRC56	9	4	10	0	24	14
LRRC57	29	42	31	48	51	42
LRRC58	181	244	220	152	135	182
LRRC59	4319	5705	5592	6482	5629	5724
LRRC61	0	10	2	0	0	0
LRRC63	0	2	0	2	4	2
LRRC66	17	7	22	10	8	24
LRRC69	8	8	15	12	10	7
LRRC7	0	2	10	0	2	2
LRRC70	200	374	329	259	156	223
LRRC71	15	25	52	42	30	14
LRRC73	4	6	12	32	10	9
LRRC75A	12	18	11	8	4	3
LRRC75B	58	104	86	36	56	56
LRRC8A	4393	5584	6015	5230	4009	4887
LRRC8B	382	603	589	615	554	747
LRRC8C	1250	1793	1693	1308	1208	1610
LRRC8C-DT	4	17	24	16	6	4
LRRC8D	582	659	735	847	749	851
LRRC8E	24	32	42	40	28	32
LRRCC1	63	86	126	38	46	42
LRRD1	2	0	0	0	0	0
LRRFIP1	3308	4407	4620	3473	3176	3924
LRRFIP2	1393	2097	2465	1781	1469	1620
LRRIQ1	8	20	20	6	10	8
LRRIQ3	6	1	2	14	2	6
LRRIQ4	0	0	0	0	0	6
LRRK1	755	1000	1051	1413	1083	1472
LRRK2	15	42	48	338	274	411
LRRN2	0	0	0	4	0	0
LRRN4CL	0	4	0	0	0	0
LRRTM2	2	8	6	10	4	2
LRSAM1	1204	1571	1727	1565	1347	1455
LRTM3	8	22	4	6	12	14
LRTOMT	2	0	4	2	4	14
LRWD1	585	729	735	1069	833	970
LSAMP	2	2	2	0	0	0
LSG1	1424	1853	2317	892	869	934
LSM1	307	377	484	554	437	428
LSM10	344	404	447	416	456	474
LSM11	120	116	156	160	56	118
LSM12	630	732	776	488	461	439
LSM14A	2669	3712	3526	3438	2742	3484
LSM14B	805	947	1092	679	535	681
LSM2	478	811	666	532	378	426
LSM3	596	912	932	472	326	470
LSM4	701	813	798	848	772	789
LSM5	346	455	479	458	361	282
LSM6	276	397	369	196	156	239
LSM7	632	844	834	1108	974	965
LSM8	302	420	464	344	386	386
LSMEM1	0	0	0	0	2	1
LSMEM2	0	2	0	0	0	0
LSP1P4	1	0	4	1	1	0
LSP1P5	6	4	0	32	6	10
LSR	10	24	18	22	22	24
LSS	1932	2892	2956	3021	2678	2370
LST1	0	12	2	0	6	10
LTA	2	0	0	0	0	0
LTA4H	4560	6146	6905	5758	4632	5137
LTAP1	2608	3523	3507	3342	2506	2745
LTB	2	2	8	0	4	0
LTB4R	23	32	35	37	64	29
LTB4R2	13	6	34	22	14	19
LTBP1	5563	6754	7369	13278	11177	13640
LTBP2	29813	40222	41036	59693	54518	54953
LTBP3	7631	9757	9487	13214	11779	12483
LTBP4	1277	1596	1711	3561	2898	3434
LTBR	2537	3176	3338	4775	3631	4382
LTC4S	6	2	0	0	0	8
LTF	4	0	0	0	4	6
LTK	0	0	2	0	2	0
LTN1	885	1431	1710	2457	2176	2420
LTO1	137	135	213	222	168	106
LTV1	400	600	533	314	237	349
LUC7L	1018	1166	1439	599	620	726
LUC7L2	74	78	90	45	57	53
LUC7L3	2133	2272	3377	1864	1374	1857
LUCAT1	2	2	2	0	0	0
LUM	2	10	0	2	0	0
LURAP1	8	6	6	0	0	0
LURAP1L	24	26	14	140	108	100
LURAP1L-AS1	1	5	4	0	0	6
LUZP1	3228	4233	4704	3974	3746	3934
LVRN	2	2	0	4	0	2
LXN	1780	2309	2416	1741	1586	1751
LY6E	468	656	584	1056	899	960
LY6G5B	4	4	5	0	0	0
LY6G5C	47	94	61	51	64	34
LY6G6C	2	0	0	0	0	0
LY6K	26	54	80	2	2	2
LY75	7	12	35	12	6	7
LY96	111	130	161	267	236	281
LYAR	563	880	906	520	589	684
LYG1	6	4	20	5	4	8
LYL1	386	479	384	432	403	322
LYN	780	1179	1401	1619	1263	1460
LYNX1	3	11	6	31	20	29
LYPD1	246	295	326	22	31	8
LYPD3	2	0	4	0	0	0
LYPD5	0	0	0	38	34	24
LYPD6	24	22	26	0	4	4
LYPLA1	1362	1949	2011	1869	1560	1715
LYPLA2	2278	3142	3435	2390	1719	2148
LYPLAL1	147	200	233	200	170	157
LYPLAL1-DT	0	0	0	0	0	2
LYRM1	158	189	175	205	151	264
LYRM2	112	148	230	134	81	116
LYRM4	386	532	550	380	272	244
LYRM4-AS1	2	16	6	2	4	12
LYRM7	65	74	72	46	66	46
LYRM9	6	3	11	1	3	2
LYSET	23	27	45	40	20	42
LYSMD1	64	70	75	72	80	86
LYSMD2	102	96	152	68	86	100
LYSMD3	290	386	471	545	422	540
LYSMD4	45	74	108	84	80	96
LYST	746	973	1161	1493	1277	1430
LYVE1	462	570	619	2017	1631	1804
LYZ	0	4	4	48	58	74
LZIC	414	609	740	678	479	582
LZTFL1	164	402	423	228	190	228
LZTR1	98	84	101	77	135	107
LZTS2	416	562	530	510	480	539
LZTS3	22	28	28	88	56	66
M1AP	0	0	0	2	0	0
M6PR	1685	2200	2362	2101	2013	2072
MACF1	40978	56018	62765	60971	54163	67703
MACIR	106	132	116	238	244	206
MACO1	854	1092	1221	709	582	677
MACROD1	119	162	184	258	202	226
MACROD2	10	10	16	2	0	4
MACROH2A1	3518	4484	5094	3879	3395	3561
MAD1L1	0	7	2	0	0	2
MAD2L1	299	538	482	178	166	165
MAD2L1BP	210	310	362	212	188	185
MAD2L2	414	550	542	726	534	531
MADCAM1	0	2	0	0	0	0
MADD	1432	1921	2191	2429	1902	2143
MAEA	1138	1356	1452	1072	769	800
MAF	12	14	8	228	64	138
MAF1	1593	2170	2133	1722	1330	1496
MAFA	0	4	0	4	0	0
MAFB	22	34	42	48	32	22
MAFF	177	239	195	348	292	325
MAFG	89	144	113	75	74	83
MAFG-AS1	0	0	0	0	2	0
MAFK	98	155	147	162	212	133
MAGEB17	2	0	4	0	0	0
MAGEC3	0	0	2	0	0	0
MAGED1	9786	13531	14192	11344	9217	11107
MAGED2	4805	6612	6883	5179	4567	5508
MAGED4	4	4	2	2	0	0
MAGED4B	2	4	2	0	0	0
MAGEE1	36	44	42	48	30	26
MAGEF1	140	170	170	94	102	68
MAGEH1	204	270	284	272	172	236
MAGEL2	4	2	10	0	0	0
MAGI1	2524	3219	3464	883	789	802
MAGI1-IT1	2	4	0	2	0	0
MAGI2	91	144	166	238	124	162
MAGI2-AS3	52	86	38	20	32	30
MAGI3	557	761	1062	588	493	595
MAGIX	2	2	7	8	2	0
MAGOH	766	1208	1315	749	604	801
MAGOHB	189	261	394	246	194	229
MAGT1	1522	2377	2429	3485	3218	3491
MAHAC	2	0	0	0	0	0
MAIP1	220	302	389	272	150	251
MAK	1	0	0	0	0	0
MAK16	1010	1367	1599	926	824	894
MAL2	6	0	6	0	8	0
MALAT1	48388	56090	88964	130871	118813	131706
MALL	469	548	714	1366	1067	1190
MALSU1	210	246	306	362	258	334
MALT1	179	240	302	228	144	284
MAMDC2	32	28	28	5390	4338	4906
MAMDC2-AS1	0	0	2	0	0	0
MAMDC4	41	50	57	28	12	16
MAML1	1015	1145	1332	594	464	563
MAML2	901	762	714	1223	1242	1405
MAML3	1550	1678	2185	893	854	916
MAMLD1	383	497	496	616	531	759
MAMSTR	6	10	10	14	12	18
MAN1A1	561	750	849	72	60	99
MAN1A2	1640	2386	2701	2008	1898	2289
MAN1B1	4090	5405	5826	5395	4404	5253
MAN1B1-DT	4	6	8	2	8	0
MAN1C1	22	48	34	18	26	46
MAN2A1	1943	2675	2827	3643	2986	3549
MAN2A2	1544	1633	1906	2208	1978	2232
MAN2B1	1668	2103	2372	4223	4012	3962
MAN2B2	1093	1228	1477	1893	1602	1960
MAN2C1	1493	1853	2118	2784	2350	2457
MANBA	280	363	431	367	381	373
MANBAL	246	334	315	293	208	261
MANCR	58	78	59	23	23	21
MANEA	236	402	396	322	256	286
MANEA-DT	4	2	0	0	0	0
MANEAL	14	50	28	58	88	110
MANEALP1	0	0	0	2	0	0
MANF	1978	2324	2631	1534	1115	1506
MANSC1	1064	1486	1674	1269	1146	1232
MANSC4	8	16	6	0	0	0
MAOA	707	846	1048	390	263	328
MAP10	28	62	34	58	42	44
MAP1A	362	360	500	1800	1704	1916
MAP1B	20539	28607	29682	30118	26352	32405
MAP1LC3A	142	166	186	327	264	340
MAP1LC3B	1691	2170	2319	3957	3303	3912
MAP1LC3B2	24	6	16	10	22	26
MAP1LC3C	4	0	2	0	0	0
MAP1S	1799	2477	2600	3702	2611	3236
MAP2	343	689	608	198	206	200
MAP2K1	3245	3820	4568	4595	4039	4689
MAP2K2	5961	8148	8536	14143	10945	11386
MAP2K3	1058	1482	1667	1429	1080	1166
MAP2K4	328	453	682	340	313	302
MAP2K5	702	952	990	826	713	832
MAP2K5-DT	0	2	2	0	0	0
MAP2K6	209	308	356	98	76	112
MAP2K7	334	522	525	584	458	434
MAP3K1	799	1112	1181	681	592	528
MAP3K10	222	224	233	404	358	368
MAP3K11	1459	1899	1936	2992	2475	2232
MAP3K12	685	899	969	1222	840	1015
MAP3K13	114	150	100	115	66	70
MAP3K14	244	262	342	300	252	256
MAP3K15	6	0	2	0	0	0
MAP3K2	293	360	337	630	512	489
MAP3K2-DT	0	2	2	2	0	0
MAP3K20	695	970	1159	1108	913	1014
MAP3K20-AS1	0	1	0	0	0	0
MAP3K21	20	34	14	6	0	0
MAP3K3	2510	3008	3026	2289	2325	2517
MAP3K4	988	1162	1507	872	683	754
MAP3K4-AS1	0	0	2	0	2	2
MAP3K5	423	513	672	494	504	460
MAP3K6	329	478	446	702	535	599
MAP3K7	1424	2100	2037	1455	1194	1590
MAP3K7CL	37	56	34	106	81	104
MAP3K8	66	40	86	24	26	20
MAP3K9	0	0	6	0	0	0
MAP4	16880	23104	24788	23121	19595	21295
MAP4K1	0	1	6	0	10	0
MAP4K2	1670	2175	2272	4149	3712	3595
MAP4K3	852	1181	1386	1110	1025	1113
MAP4K3-DT	9	20	10	8	6	4
MAP4K4	39904	49877	57865	46080	39907	47959
MAP4K5	1836	2522	2909	3431	2945	3160
MAP6	18	10	22	180	110	112
MAP6D1	2	2	1	0	0	3
MAP7	8	8	2	20	6	2
MAP7D1	3721	4838	4712	4981	4171	4820
MAP7D2	2	4	18	0	0	4
MAP7D3	1009	1375	1369	1962	1564	1789
MAP9	16	28	24	2	8	16
MAPDA	50	42	30	82	84	98
MAPK1	2363	2853	3286	2762	2628	2905
MAPK10	4	0	2	0	10	0
MAPK11	281	296	364	483	597	593
MAPK12	708	1018	1098	1103	1007	953
MAPK13	86	141	130	54	28	52
MAPK14	1356	1469	1806	1429	1164	1377
MAPK15	2	0	0	4	0	0
MAPK1IP1L	1034	1488	1359	933	810	942
