gene_symbol	GSM9336110	GSM9336111	GSM9336112	GSM9336113	GSM9336114	GSM9336115
MAPK3	2907	4093	4216	6706	5539	5387
MAPK6	590	814	844	970	937	1020
MAPK7	436	572	633	530	410	502
MAPK8	445	636	751	446	423	418
MAPK8IP1	336	456	560	553	460	526
MAPK8IP2	2	6	12	4	10	6
MAPK8IP3	1057	1096	1509	1529	1449	1706
MAPK9	785	980	1080	785	846	847
MAPKAP1	2517	3188	3679	2754	2316	2258
MAPKAPK2	4844	6238	6917	6610	4510	6376
MAPKAPK3	800	1220	1107	1944	1240	1444
MAPKAPK5	932	1126	1372	1296	1080	1312
MAPKAPK5-AS1	46	20	24	4	8	14
MAPKBP1	916	1001	1370	1286	1054	1163
MAPRE1	2467	3294	3705	3001	2644	3390
MAPRE2	1944	2627	2670	3426	2868	3558
MAPRE3	56	114	100	98	102	112
MAPT	31	18	21	54	40	50
MARCHF2	356	348	392	1013	790	812
MARCHF3	777	1054	1064	1632	1387	1386
MARCHF4	193	253	222	192	258	222
MARCHF5	759	982	936	664	554	708
MARCHF6	4160	4979	5845	4530	3647	4749
MARCHF6-DT	6	4	0	0	2	0
MARCHF7	1031	1552	1599	1480	1247	1615
MARCHF8	389	601	617	230	269	243
MARCHF9	62	52	90	56	82	86
MARCKS	2352	2808	2759	1393	1302	1470
MARCKSL1	1060	1438	1163	498	504	526
MARF1	1712	2397	2731	2270	1972	2071
MARK1	154	174	229	65	94	110
MARK2	1102	1563	1495	1420	1282	1362
MARK2P18	0	0	0	1	0	2
MARK3	2339	3096	3488	2316	1859	2268
MARK4	1424	1793	1934	2133	1765	2020
MARS1	5724	7349	8107	10863	7965	9598
MARS2	84	108	138	92	62	74
MARVELD1	422	577	454	508	432	430
MARVELD2	147	224	234	112	73	58
MARVELD3	0	2	0	0	0	0
MASP1	46	32	47	8	0	0
MASP2	1	2	3	1	2	2
MAST1	14	20	38	26	10	18
MAST2	2557	3255	3382	4478	3768	4942
MAST3	186	220	248	482	362	400
MAST4	5358	6743	7520	7929	6897	8317
MASTL	695	991	1130	746	506	690
MAT2A	3399	4178	4891	3784	3196	3974
MAT2B	1854	2488	2734	1707	1328	1722
MATCAP1	140	180	180	111	90	82
MATCAP2	16	20	32	14	10	2
MATK	0	0	8	0	0	0
MATN1-AS1	2	10	2	5	8	2
MATN2	28	20	42	74	70	54
MATN3	56	58	72	212	194	216
MATR3	37	49	62	26	29	22
MAU2	969	1263	1126	1238	1098	1135
MAVS	1539	2131	2031	2477	1904	2207
MAX	2400	2986	3222	2776	2344	2567
MAX-AS1	3	6	3	0	1	0
MAZ	4981	6782	7074	8421	6529	8026
MB21D2	132	178	172	248	212	202
MBD1	2268	2627	3059	3621	2855	2948
MBD2	1887	2455	2859	2977	2744	2687
MBD3	109	163	120	102	88	104
MBD4	604	771	951	668	528	640
MBD5	899	1240	1488	1227	1044	1242
MBD6	666	957	912	653	637	704
MBIP	224	296	334	252	230	216
MBL1P	0	0	1	0	0	0
MBLAC1	2	22	14	10	20	12
MBLAC2	38	72	78	90	62	90
MBNL1	2790	4017	3813	2665	2388	2884
MBNL1-AS1	9	4	8	16	10	8
MBNL2	978	1421	1416	1033	960	1220
MBNL3	18	20	24	40	38	15
MBOAT1	94	116	130	56	52	43
MBOAT2	240	357	396	538	343	402
MBOAT7	1216	1626	1552	2196	1812	1804
MBP	12	14	18	36	20	28
MBTD1	252	352	339	125	208	129
MBTPS1	5219	6924	7693	6220	5484	6278
MBTPS2	801	1233	1526	1520	1241	1645
MC1R	4	2	2	1	2	2
MC5R	0	0	0	0	4	0
MCAM	26993	34875	36424	42064	36760	36083
MCAT	171	240	270	235	160	222
MCC	741	1006	916	1224	1249	1300
MCCC1	681	907	1027	324	266	326
MCCC2	1520	1848	2286	1596	1295	1638
MCCD1P1	0	0	0	0	1	0
MCEE	110	138	111	173	152	118
MCF2	2	2	4	12	2	0
MCF2L	8	4	2	0	0	0
MCF2L2	36	20	44	76	38	30
MCFD2	2350	3034	3439	3099	2979	2944
MCFD2-AS1	3	6	12	2	2	4
MCHR1	0	0	0	0	2	0
MCM10	589	742	817	188	158	226
MCM2	1345	1894	2109	454	358	464
MCM3	3761	4954	5808	2373	2033	2154
MCM3AP	2781	3421	3536	3484	3156	2972
MCM3AP-AS1	24	39	71	2	5	10
MCM4	2122	2929	3334	940	872	1044
MCM5	1374	1911	1824	822	612	751
MCM6	1556	2053	2213	920	954	869
MCM7	4449	6136	7058	2627	2056	2300
MCM8	33	32	33	16	10	16
MCM9	271	295	347	159	180	176
MCMBP	2248	2992	3471	2693	2286	2537
MCMDC2	0	0	0	4	2	1
MCOLN1	939	1144	1222	2484	2006	2277
MCOLN2	0	0	0	0	0	4
MCPH1	490	624	851	490	423	537
MCPH1-DT	4	2	0	0	0	4
MCRIP1	481	630	508	780	530	602
MCRIP2	34	67	70	80	88	92
MCRS1	1157	1537	1612	1774	1559	1360
MCTP1	1396	1847	2150	1295	1002	1384
MCTP2	6	26	18	0	0	0
MCTS1	728	808	903	892	712	861
MCU	610	712	875	605	613	648
MCUB	660	892	1020	688	565	628
MCUR1	528	648	737	331	328	474
MDC1	1669	2266	2468	1100	861	954
MDFI	242	396	415	104	86	93
MDFIC	174	207	286	265	208	248
MDGA1	8	16	36	80	86	84
MDH1	2226	2998	3386	3450	2712	3591
MDH1B	17	14	14	28	10	14
MDH2	5720	7782	8201	10243	7240	9458
MDK	2572	3468	3358	2295	1902	2170
MDM2	4464	6343	6772	8311	7077	8491
MDM4	483	572	650	226	224	285
MDN1	5402	7188	8203	3340	2936	3351
MDP1	2	0	0	0	0	2
MDS2	0	0	1	0	0	0
ME1	598	904	997	1442	1283	1356
ME2	1488	1997	2256	1826	1656	2084
ME3	735	958	1171	1126	929	980
MEA1	606	886	999	828	866	718
MEAF6	562	657	714	729	606	619
MEAK7	357	437	469	550	491	594
MECOM	2916	3833	4371	2954	2837	2960
MECP2	876	1162	1219	938	858	884
MECR	443	594	721	606	603	566
MED1	2163	2795	3405	2096	1818	2071
MED10	596	741	759	742	603	618
MED11	92	81	138	80	68	86
MED12	4103	5432	5286	3289	2703	2993
MED12L	6	12	28	8	4	12
MED13	1983	2793	3169	2496	2341	2474
MED13L	7253	8977	10390	8275	7456	7474
MED14	2595	3400	3844	2307	2242	2396
MED15	3637	4557	5014	4132	3614	4673
MED16	1006	1403	1308	1514	1216	1202
MED17	35	29	27	23	20	15
MED18	194	247	212	134	148	164
MED19	413	558	602	788	626	606
MED20	32	38	33	12	17	11
MED21	144	198	188	276	208	297
MED22	276	399	368	268	192	160
MED23	1393	1960	2110	1795	1393	1560
MED24	2142	2888	3098	2039	1761	2012
MED25	1775	2125	2372	3107	2284	2661
MED26	87	63	89	95	76	67
MED27	670	753	1095	628	432	644
MED28	831	939	1068	656	519	674
MED29	325	386	445	463	382	480
MED30	118	176	194	96	60	68
MED31	174	182	207	212	181	117
MED4	638	823	966	421	368	421
MED4-AS1	2	0	0	0	0	0
MED6	385	443	474	305	272	322
MED7	60	94	106	98	102	100
MED8	823	1005	1226	1100	889	1024
MED9	112	131	148	148	87	74
MEDAG	282	337	441	180	139	182
MEF2A	817	1145	1075	1548	1465	1561
MEF2B	0	0	0	4	0	0
MEF2C	786	1086	978	1183	1122	1184
MEF2C-AS1	2	2	0	1	0	2
MEF2C-AS2	0	0	0	0	0	1
MEF2D	1547	2039	2022	1781	1717	1525
MEFV	0	0	2	8	0	0
MEG3	666	579	713	418	532	474
MEG9	12	13	13	17	23	10
MEGF10	22	26	24	6	6	8
MEGF6	732	968	1050	598	548	554
MEGF8	1902	2200	2317	2195	2024	2438
MEGF9	282	320	424	336	230	292
MEI1	25	10	36	192	140	172
MEIOB	0	0	6	0	0	2
MEIS1	262	316	344	214	171	154
MEIS1-AS2	0	0	1	2	0	0
MEIS2	569	592	789	807	874	1021
MEIS3	0	0	0	0	4	2
MELK	866	1286	1470	610	538	663
MELTF	12	6	10	12	46	14
MELTF-AS1	2	0	7	0	0	2
MEMO1	32	58	30	21	26	51
MEMO1P4	0	2	0	0	0	0
MEN1	1650	2176	2196	2076	1856	1944
MEOX2	40	86	60	48	30	30
MEP1B	0	2	0	4	2	0
MEPCE	11	10	17	12	11	10
MERTK	1729	2069	2667	2926	2654	3231
MESD	1186	1447	1491	1619	1508	1652
MESP1	16	0	11	4	2	2
MESP2	0	2	0	0	4	10
MEST	585	644	805	18	14	6
MET	2673	3585	3785	2885	2303	3013
METAP1	1023	1514	1469	1016	838	1049
METAP1D	83	105	141	48	65	94
METAP2	1901	2890	2801	2647	2095	2714
METRN	26	48	54	61	56	44
METRNL	108	144	146	190	197	174
METTL1	120	152	108	164	150	124
METTL13	652	836	1022	802	633	666
METTL14	328	480	511	374	387	386
METTL14-DT	0	2	0	0	0	0
METTL15	134	197	221	255	190	278
METTL16	588	777	796	494	416	518
METTL17	736	827	920	629	394	532
METTL18	18	24	32	30	26	36
METTL21A	63	112	107	38	29	40
METTL21AP1	4	0	0	0	0	0
METTL22	548	646	821	540	452	548
METTL23	66	109	123	106	87	98
METTL25	165	241	292	164	108	228
METTL25B	169	177	196	312	213	238
METTL26	182	320	268	378	262	278
METTL27	10	21	24	56	92	90
METTL2A	697	1002	1138	639	718	769
METTL2B	434	417	621	624	640	685
METTL3	1275	1453	2174	1436	1121	1258
METTL4	117	198	209	237	186	214
METTL5	488	721	776	984	769	903
METTL6	211	219	268	187	158	158
METTL8	249	444	448	510	375	466
METTL9	2236	2665	3197	3027	2374	2723
MEX3A	581	672	762	300	192	212
MEX3B	250	320	266	176	224	157
MEX3C	684	907	872	846	728	722
MEX3D	676	872	840	882	844	754
MFAP1	788	1220	1321	1006	806	838
MFAP2	1654	2269	2449	1076	901	1120
MFAP3	366	507	598	386	375	480
MFAP5	2	0	0	0	0	10
MFF	1126	1347	1646	1184	965	1132
MFF-DT	8	0	10	9	2	16
MFGE8	973	1428	1384	2212	1960	1903
MFHAS1	426	463	470	427	371	334
MFN1	752	1059	1240	648	599	805
MFN1P1	0	3	0	0	0	0
MFN2	5216	6666	7685	6909	5627	6750
MFNG	1636	2357	2383	2699	2208	1942
MFRP	0	0	2	0	0	0
MFSD1	1393	1539	1946	2263	1886	2167
MFSD11	597	632	860	1090	916	1087
MFSD12	548	746	777	1654	1368	1396
MFSD2A	142	191	185	113	102	79
MFSD2B	4	0	0	0	0	2
MFSD6	264	315	284	68	48	36
MFSD8	208	261	292	343	302	304
MGA	1592	2023	2395	1604	1419	1760
MGAM	0	2	0	8	0	2
MGAM2	0	0	0	2	0	0
MGARP	123	170	156	109	77	79
MGAT1	1011	1425	1272	1433	1217	1115
MGAT2	2058	2774	3124	3230	2880	3477
MGAT4A	928	1506	1411	2499	1954	2277
MGAT4B	5559	7212	7871	11796	8737	9256
MGAT5	2071	2433	2672	1923	1932	2365
MGAT5B	98	60	61	144	146	152
MGC16275	2	4	1	4	0	0
MGLL	1942	2763	2733	3517	3152	3293
MGME1	172	224	355	168	170	190
MGMT	124	134	148	0	4	0
MGP	5831	6876	7731	6776	5732	6644
MGRN1	1720	2482	2799	3177	2267	2785
MGST1	621	880	1090	902	751	982
MGST2	2252	2695	3149	1488	1340	1589
MGST3	2322	2883	3206	4970	3911	4960
MHENCR	4	6	8	2	6	6
MIA2	1285	1657	1960	1420	1212	1371
MIA3	1271	1625	2171	1781	1482	1732
MIAT	8	7	0	1	0	0
MIATNB	10	4	6	0	8	2
MIB1	2156	3155	3246	3568	3339	4041
MIB2	282	302	413	372	339	288
MICA	732	1028	1184	1420	1281	1279
MICA-AS1	0	2	0	0	2	0
MICAL1	1753	2313	2655	3334	2436	2676
MICAL2	5166	6688	7298	9325	7586	8396
MICAL3	1457	1737	1918	1865	1431	1558
MICALL1	1493	2079	2122	2226	1920	2258
MICALL2	419	504	523	482	544	454
MICALL2-DT	0	0	0	0	2	0
MICB	628	842	923	929	846	910
MICOS10	57	68	70	97	80	79
MICOS10-NBL1	58	86	113	178	163	210
MICOS13	149	198	285	459	387	376
MICU1	774	1035	1191	988	853	848
MICU2	432	795	718	595	435	578
MICU3	44	71	63	52	40	44
MID1	624	863	1018	788	687	811
MID1IP1	56	114	80	90	120	88
MID2	690	961	1040	978	798	884
MIDEAS	1634	1990	2092	2164	2003	2268
MIDEAS-AS1	2	7	0	0	0	0
MIDN	706	958	849	596	620	550
MIEF1	477	592	724	475	444	446
MIEF2	61	50	44	34	39	44
MIEN1	327	454	507	534	380	514
MIER1	984	1321	1545	1368	1113	1155
MIER2	734	793	976	949	693	789
MIER3	281	337	469	268	193	274
MIF	1227	1367	1253	976	799	979
MIF4GD	137	196	227	406	331	256
MIF4GD-DT	8	2	4	4	4	6
MIGA1	338	459	480	901	870	1034
MIGA2	300	446	547	323	178	266
MIIP	370	314	358	302	273	346
MILIP	10	8	4	2	12	10
MILR1	15	28	37	10	2	12
MIMS1	216	276	305	240	210	204
MIMS2	363	432	374	246	306	304
MINAR1	44	45	63	116	125	126
MINCR	0	0	2	0	0	0
MINDY1	280	277	347	617	532	491
MINDY2	147	243	266	316	300	292
MINDY3	698	860	1055	1383	1122	1199
MINDY4	11	14	11	1	6	1
MINK1	2732	3455	3653	3912	2971	3454
MINPP1	554	759	823	1084	834	1114
MIOS	333	384	410	440	286	435
MIOX	0	0	2	8	0	4
MIPEP	446	727	723	456	364	392
MIPEPP3	4	1	2	0	0	0
MIPOL1	186	407	455	297	265	370
MIR100	2	0	1	1	3	0
MIR100HG	37	40	52	28	25	35
MIR101-1	0	0	0	0	1	0
MIR103A2	1	1	0	0	0	2
MIR106B	0	0	5	0	0	0
MIR107	0	0	4	0	0	0
MIR10B	0	0	0	0	1	0
MIR1183	0	1	0	4	0	0
MIR1184-1	0	0	1	0	0	0
MIR1185-2	3	0	7	3	8	6
MIR1197	0	0	2	0	0	0
MIR1200	0	0	0	1	0	2
MIR1244-2	201	195	265	119	116	142
MIR1244-3	2	4	5	1	0	6
MIR1244-4	0	3	0	1	0	1
MIR1249	0	0	1	0	0	0
MIR1252	0	0	0	2	0	0
MIR1255A	3	0	0	0	0	0
MIR1256	1	0	0	1	0	0
MIR125A	0	0	0	1	0	0
MIR125B1	0	0	3	0	2	0
MIR126	4	14	19	7	3	6
MIR1262	0	2	0	0	2	0
MIR1264	0	0	0	1	0	0
MIR127	0	1	6	2	0	2
MIR1271	1	0	0	3	0	0
MIR1272	0	0	0	1	0	0
MIR1276	3	0	1	0	0	0
MIR1277	0	1	0	0	0	0
MIR1282	3	5	6	9	4	2
MIR1284	2	6	2	3	2	1
MIR1286	1	0	0	0	0	0
MIR1288	0	2	0	0	0	0
MIR1289-1	2	0	0	0	0	0
MIR1290	0	0	0	1	0	0
MIR1296	0	0	0	2	1	0
MIR130AHG	4	2	2	0	0	0
MIR1322	0	1	0	2	0	0
MIR136	0	2	0	0	0	0
MIR137HG	10	18	2	8	15	2
MIR148B	0	2	3	2	2	1
MIR151A	0	0	6	0	0	0
MIR152	0	0	0	1	0	0
MIR154	0	3	0	0	5	0
MIR155HG	8	9	4	7	3	2
MIR15B	3	0	0	4	0	0
MIR17HG	10	18	17	5	1	2
MIR181A2HG	2	6	5	0	0	2
MIR181B1	2	0	6	4	0	0
MIR181B2	0	3	0	0	0	0
MIR186	0	0	3	1	4	2
MIR191	2	0	0	0	0	0
MIR1913	0	2	0	0	0	0
MIR1915HG	34	54	41	32	32	28
MIR193A	0	0	0	2	0	0
MIR193B	0	0	0	0	0	2
MIR193BHG	6	2	0	4	0	1
MIR210	2	2	0	0	0	0
MIR210HG	6	0	18	2	0	2
MIR216A	1	1	1	0	0	4
MIR217	0	2	0	3	1	5
MIR219B	0	3	0	0	0	0
MIR22HG	50	69	47	41	51	37
MIR23B	1	0	1	0	0	2
MIR25	2	0	2	2	0	0
MIR26A1	1	0	0	0	0	0
MIR26A2	0	0	2	2	0	0
MIR26B	0	0	2	0	1	1
MIR27B	3	4	1	0	1	0
MIR28	1	2	0	0	0	0
MIR299	0	0	0	0	1	0
MIR29A	0	1	0	0	3	0
MIR300	0	0	0	1	0	0
MIR301A	0	1	1	0	0	3
MIR301B	0	0	2	0	0	2
MIR302CHG	0	0	0	0	4	0
MIR30A	2	1	0	0	1	0
MIR30E	0	2	0	2	0	0
MIR31	0	0	0	0	1	0
MIR3115	1	0	0	2	1	0
MIR3128	0	1	0	0	0	0
MIR3138	0	0	2	0	0	0
MIR3139	0	0	0	1	0	0
MIR3142HG	0	0	0	2	2	6
MIR3143	0	0	0	0	1	0
MIR3155A	0	0	4	0	0	0
MIR3158-1	0	0	0	0	0	1
MIR3162	1	0	0	0	0	0
MIR3176	0	2	0	0	0	0
MIR3187	0	0	0	3	0	0
MIR3189	4	1	3	0	1	3
MIR3193	0	2	0	0	0	0
MIR3197	0	0	1	0	0	0
MIR31HG	5	20	23	19	29	23
MIR32	0	0	1	2	0	1
MIR320A	0	0	0	1	1	0
MIR323A	0	0	1	3	0	4
MIR323B	0	0	0	1	2	0
MIR324	0	0	2	0	0	0
MIR329-1	1	5	0	6	9	1
MIR329-2	4	4	8	6	5	8
MIR339	0	2	0	0	0	0
MIR340	0	0	1	0	0	0
MIR342	1	0	0	2	0	0
MIR345	1	0	0	0	0	0
MIR34AHG	70	66	58	32	34	32
MIR3605	0	0	3	0	0	0
MIR3609	5	3	10	10	8	9
MIR361	2	0	0	0	0	0
MIR3611	0	2	0	0	0	0
MIR3613	2	0	0	0	0	0
MIR3619	0	1	0	0	0	1
MIR365BHG	8	7	8	7	6	10
MIR3661	0	2	2	2	7	0
MIR3662	0	0	1	1	0	0
MIR3667HG	25	42	17	8	12	10
MIR3679	0	0	0	0	1	1
MIR3680-1	0	0	3	0	0	0
MIR369	2	0	0	0	2	1
MIR370	0	4	2	2	0	1
MIR376A1	1	0	0	1	2	7
MIR376A2	0	2	0	4	0	0
MIR376B	0	4	2	2	0	2
MIR376C	0	0	2	1	0	1
MIR378D2HG	1	0	0	0	0	0
MIR379	1	0	1	4	4	0
MIR380	0	1	0	0	0	1
MIR381	0	0	0	2	4	5
MIR3936HG	0	6	0	3	8	0
MIR3941	0	4	0	0	0	0
MIR3975	1	0	0	0	0	0
MIR409	0	0	0	1	0	0
MIR410	1	0	0	2	0	0
MIR411	0	0	0	0	1	3
MIR412	2	0	2	0	2	3
MIR425	0	1	1	0	2	0
MIR4260	0	3	0	0	0	0
MIR4280HG	0	2	0	0	0	0
MIR4292	1	0	0	0	0	0
MIR431	0	3	0	0	2	3
MIR4310	0	4	0	0	0	0
MIR4312	0	2	0	0	0	0
MIR432	3	2	7	4	0	0
MIR4324	2	0	0	0	0	0
MIR433	1	3	6	1	5	4
MIR4427	0	0	1	0	0	0
MIR4435-2HG	99	117	92	59	35	35
MIR4453HG	2	4	2	2	0	0
MIR4458HG	8	2	6	1	4	0
MIR4469	0	0	1	0	0	0
MIR4485	10	2	2	4	14	4
MIR450A2	0	0	0	0	8	1
MIR4521	0	2	0	0	0	0
MIR4524A	0	0	2	0	1	0
MIR4525	1	0	0	0	0	0
MIR455	1	0	0	0	0	0
MIR4632	0	0	0	0	0	4
MIR4644	0	2	0	0	0	0
MIR4645	0	1	0	0	0	0
MIR4646	0	1	1	0	0	0
MIR4648	0	0	1	0	0	0
MIR4653	0	2	0	0	0	0
MIR4673	3	1	0	0	2	0
MIR4677	0	0	0	0	0	2
MIR4725	0	1	0	0	0	0
MIR4727	0	0	0	0	1	0
MIR4730	1	0	1	0	0	0
MIR4733HG	0	0	0	0	0	2
MIR4749	0	1	0	0	0	0
MIR4755	0	1	0	0	0	0
MIR4766	0	0	0	1	0	0
MIR4774	1	0	0	0	0	0
MIR4777	0	1	0	0	0	0
MIR4779	0	0	2	0	0	0
MIR4803	1	0	0	0	0	0
MIR487B	0	3	0	3	2	2
MIR491	0	2	3	0	2	0
MIR493	0	3	7	2	8	14
MIR494	2	0	4	7	5	0
MIR495	2	2	0	1	1	1
MIR496	0	0	0	1	1	0
MIR497HG	72	45	57	69	48	89
MIR5008	0	2	0	0	0	1
MIR505	6	0	0	1	0	0
MIR5087	1	0	0	0	0	0
MIR5189	0	0	2	0	0	0
MIR5192	0	1	0	0	0	0
MIR539	0	0	3	8	4	0
MIR541	0	1	3	2	0	3
MIR542	0	2	0	0	0	0
MIR543	0	0	0	2	0	2
MIR544A	6	2	9	10	11	12
MIR544B	2	0	0	0	0	0
MIR545	3	2	6	2	8	0
MIR548A3	0	1	0	0	0	0
MIR548AL	1	0	0	0	0	0
MIR548AU	1	1	0	0	0	0
MIR548C	0	2	0	3	0	0
MIR548E	0	4	2	1	0	1
MIR548J	2	4	6	0	1	0
MIR548K	0	0	1	0	2	0
MIR548L	0	2	0	0	1	0
MIR548S	0	0	0	0	2	0
MIR548T	0	0	1	0	0	0
MIR548V	3	6	1	0	0	0
MIR550A2	0	0	2	0	0	0
MIR550A3	0	0	3	0	0	0
MIR551A	1	4	0	0	0	0
MIR553	5	9	5	2	4	0
MIR554	0	0	1	0	0	0
MIR558	0	2	1	2	0	0
MIR5582	0	1	0	0	0	0
MIR5585	0	1	0	0	0	0
MIR5587	1	1	0	0	0	0
MIR561	0	2	1	0	0	0
MIR562	0	2	0	0	0	0
MIR5692C2	0	0	0	1	0	0
MIR570	2	5	3	6	2	0
MIR5706	4	0	0	0	0	0
MIR571	2	7	1	0	0	0
MIR573	4	0	6	2	1	0
MIR574	0	1	0	0	0	0
MIR575	4	2	6	0	2	0
MIR582	2	0	0	0	0	0
MIR583	1	0	0	0	0	0
MIR584	0	6	0	0	0	0
MIR586	1	0	0	0	0	0
MIR589	2	0	0	0	1	1
MIR590	3	3	9	5	10	2
MIR591	1	0	0	0	0	0
MIR593	2	4	0	0	0	0
MIR600HG	14	6	19	0	2	2
MIR601	0	0	4	0	3	0
MIR603	0	1	0	0	0	2
MIR604	8	8	4	2	0	13
MIR6076	1	0	0	0	0	0
MIR6080	1	0	0	0	0	0
MIR6126	0	0	1	0	0	0
MIR613	0	0	2	0	0	0
MIR616	14	9	6	9	5	4
MIR619	0	2	5	0	0	0
MIR620	0	1	0	0	0	0
MIR623	6	0	1	0	0	0
MIR624	4	0	0	0	0	0
MIR627	0	1	1	0	0	0
MIR628	0	0	0	0	4	0
MIR629	0	0	1	0	0	0
MIR631	0	0	1	0	0	2
MIR635	7	19	24	14	7	26
MIR640	2	4	0	0	0	0
MIR641	1	6	3	2	0	0
MIR643	0	4	0	0	0	0
MIR644A	7	8	2	3	7	2
MIR645	2	0	0	4	0	0
MIR647	0	0	1	0	2	0
MIR648	0	1	1	0	0	2
MIR6505	0	0	0	4	0	0
MIR654	12	4	23	12	6	11
MIR655	4	0	0	0	1	2
MIR656	0	0	0	0	2	6
MIR659	0	6	1	0	0	0
MIR665	0	0	0	2	0	0
MIR668	0	1	0	1	1	1
MIR6739	0	0	2	0	1	0
MIR6740	0	0	1	0	0	0
MIR6746	1	3	0	3	0	0
MIR6747	0	0	0	0	1	0
MIR6753	0	0	2	0	2	0
MIR6754	0	0	0	0	1	0
MIR6757	0	0	0	0	1	0
MIR6759	1	1	2	0	0	0
MIR6769A	0	3	0	0	0	0
MIR6772	1	2	0	0	0	0
MIR6781	0	0	1	0	0	2
MIR6793	0	0	0	1	0	0
MIR6797	1	4	0	1	3	2
MIR6799	0	0	0	1	0	0
MIR6804	0	0	0	0	1	0
MIR6809	1	0	0	0	0	0
MIR6815	3	0	4	0	0	0
MIR6817	1	0	0	0	0	0
MIR6830	0	0	0	0	0	1
MIR6835	1	4	8	5	0	2
MIR6859-1	5	7	3	4	0	6
MIR6859-2	0	0	0	0	0	1
MIR6864	0	0	0	2	0	0
MIR6870	0	0	0	1	0	0
MIR6871	0	1	0	0	0	0
MIR6874	0	0	1	0	0	0
MIR6876	0	0	0	0	0	1
MIR6880	2	3	0	0	0	0
MIR6895	0	0	1	1	1	0
MIR7107	0	0	0	0	1	0
MIR758	2	11	1	0	1	1
MIR760	0	0	1	8	2	6
MIR762HG	4	6	2	2	0	0
MIR765	0	4	1	4	10	0
MIR7854	0	0	0	1	0	0
MIR7976	0	0	0	0	0	1
MIR8063	1	0	0	0	0	0
MIR874	1	0	0	0	2	0
MIR887	1	2	0	0	0	0
MIR889	4	7	3	5	0	11
MIR9-1HG	0	0	0	2	2	0
MIR924	0	0	2	0	0	0
MIR924HG	0	3	2	0	0	2
MIR933	3	5	0	1	0	1
MIR938	0	1	3	0	2	0
MIR98	0	0	1	1	1	0
MIR99A	2	0	2	0	0	0
MIR99AHG	30	44	37	50	46	63
MIR99B	1	0	0	3	0	0
MIRLET7A1HG	22	22	27	4	12	5
MIRLET7A2	2	0	9	2	3	7
MIRLET7BHG	89	77	129	57	22	30
MIRLET7E	2	1	5	3	0	0
MIRLET7F2	0	0	0	0	1	0
MIRLET7G	2	0	0	0	2	0
MIRLET7IHG	8	12	10	7	10	6
MIS12	115	184	200	72	62	76
MIS18A	126	190	172	81	108	104
MIS18BP1	594	989	1076	632	495	504
MISFA	2	2	3	0	0	0
MISO1	0	2	3	2	6	8
MISP	0	0	0	0	4	0
MISP3	10	6	10	4	6	4
MITD1	299	414	430	336	395	320
MITF	60	84	64	2	16	6
MIX23	412	612	699	294	248	262
MIXL1	4	2	4	0	0	0
MKI67	12839	19729	20167	5744	5486	5676
MKKS	310	382	578	527	386	529
MKLN1	1213	1689	1975	1647	1354	1776
MKLN1-AS	2	8	2	0	4	4
MKNK1	513	690	822	390	375	410
MKNK2	3610	4499	4950	5972	4931	5017
MKRN1	2074	2550	2831	2694	1976	2265
MKRN2	547	613	666	397	340	367
MKRN3	12	8	6	0	0	0
MKS1	649	852	892	874	776	748
MLANA	0	0	4	0	0	0
MLC1	2	0	0	0	0	0
MLEC	1809	2370	2545	1951	1955	2124
MLF1	96	130	120	66	78	70
MLF2	1840	2390	2748	3328	3266	3502
MLH1	1253	1670	2123	886	1000	960
MLH3	935	1209	1259	1417	1202	1140
MLKL	559	845	826	1148	1002	991
MLLT1	1294	1596	1608	1246	1175	1120
MLLT10	1150	1309	1606	1073	934	1008
MLLT11	1078	1388	1473	1781	1387	1472
MLLT3	381	399	468	364	296	320
MLLT6	1411	1681	1837	1065	972	1094
MLN	0	0	0	1	0	0
MLST8	604	818	876	1018	759	906
MLX	1566	2030	2582	2140	1557	1930
MLXIP	2931	3960	3806	4566	4009	4756
MLYCD	12	16	22	8	19	14
MMAB	818	1410	1264	1480	1370	1146
MMACHC	71	112	103	78	80	70
MMADHC	1924	3131	3288	2807	2454	2751
MMADHC-DT	3	1	4	0	2	1
MMD	102	116	102	42	40	56
MME	306	444	476	888	860	880
MMEL1	11	10	8	72	40	40
MMGT1	194	252	196	240	238	230
MMP1	63725	76147	90078	5318	4684	4554
MMP10	1152	1350	1541	1380	1305	1388
MMP11	297	317	346	112	146	116
MMP14	13777	18511	18670	21401	17560	20559
MMP15	402	566	690	602	514	670
MMP16	514	726	735	841	904	935
MMP17	53	81	74	174	120	108
MMP19	8	12	20	14	4	14
MMP2	33711	42588	46358	49453	40809	49307
MMP21	6	2	2	0	0	0
MMP24	18	34	56	416	282	394
MMP24OS	56	82	50	20	45	35
MMP25	0	0	2	10	8	7
MMP28	53	50	39	66	48	22
MMP7	10	4	8	18	42	28
MMRN1	15665	23430	24641	32179	26727	33037
MMRN2	6549	7717	7999	11952	9839	10182
MMS19	4505	6066	6281	5406	4184	4327
MMS22L	274	375	514	437	423	422
MMUT	754	1040	1115	1024	790	849
MN1	72	64	70	117	166	130
MNAT1	331	495	555	436	413	466
MND1	0	2	0	0	0	0
MNMIP1	94	113	97	115	123	143
MNS1	34	50	48	18	6	28
MNT	396	450	538	393	412	468
MOAP1	140	190	200	106	110	80
MOB1A	1338	1809	1909	1366	1276	1424
MOB1B	297	333	351	311	295	364
